frame_etg frame_gar X Y event_type code
0 0 544.49 440.60 Blink 580713745
0 0 545.81 454.45 Blink 580730214
1 1 530.04 369.42 Blink 580746981
1 1 508.06 324.03 Blink 580763689
2 2 497.44 274.91 Blink 580780179
2 2 524.32 281.45 Blink 580796817
3 3 542.59 385.93 Blink 580813225
3 3 545.56 356.95 Blink 580829852
4 3 565.03 379.57 Blink 580846653
4 3 568.61 411.94 Blink 580863161
5 4 561.04 388.71 Blink 580879685
5 4 554.30 397.36 Blink 580896386
6 5 623.59 596.79 Blink 580913000
6 5 572.87 472.26 Blink 580929567
6 5 574.68 478.96 Blink 580945986
7 6 574.40 478.67 Blink 580962640
8 7 573.89 475.17 Blink 580979327
8 7 574.29 475.99 Blink 580995876
9 8 575.72 484.46 Blink 581012390
9 8 575.63 481.77 Blink 581029014
10 8 575.91 488.82 Blink 581045734
10 8 578.99 494.34 Blink 581062190
11 9 582.05 496.36 Blink 581078935
11 9 586.65 504.04 Blink 581095514
12 10 578.50 511.28 Blink 581112022
12 10 486.73 454.96 Blink 581128694
13 11 420.78 419.65 Blink 581145164
13 11 423.62 431.39 Blink 581161950
14 12 423.84 430.95 Blink 581178481
14 12 419.78 463.34 Blink 581195104
15 13 421.29 467.91 Blink 581211604
15 13 416.49 460.14 Fixation 581228079
16 13 428.47 462.23 Fixation 581244791
16 13 433.99 471.06 Fixation 581261417
17 14 433.10 466.41 Fixation 581278019
17 14 434.78 463.66 Fixation 581294581
18 15 438.61 470.20 Fixation 581311109
18 15 439.74 466.37 Fixation 581327715
19 16 431.41 430.48 Fixation 581344398
19 16 440.06 465.95 Fixation 581360896
20 17 436.91 470.56 Fixation 581377530
20 17 436.48 468.09 Fixation 581394209
21 18 433.89 461.86 Fixation 581410707
21 18 441.35 471.11 Fixation 581427218
21 18 443.06 467.49 Fixation 581443850
22 18 437.77 465.94 Fixation 581460626
23 19 441.24 461.45 Fixation 581477190
23 19 443.86 467.27 Fixation 581493788
24 20 442.97 464.59 Fixation 581510350
24 20 445.09 461.98 Fixation 581526820
25 21 448.23 464.45 Fixation 581543566
25 21 447.94 467.72 Fixation 581560269
26 22 447.29 463.27 Fixation 581576750
26 22 445.79 458.65 Fixation 581593306
27 23 450.64 464.70 Fixation 581609938
27 23 447.78 458.86 Fixation 581626544
28 23 452.44 458.87 Fixation 581643110
28 23 453.60 454.52 Fixation 581659748
29 24 456.56 451.95 Fixation 581676334
29 24 454.96 453.27 Fixation 581693045
30 25 453.61 449.33 Fixation 581709560
30 25 456.23 454.54 Fixation 581726055
31 26 454.75 452.36 Fixation 581742665
31 26 458.27 452.74 Blink 581759379
32 27 459.45 448.32 Blink 581776025
32 27 462.51 441.91 Blink 581792472
33 28 467.51 449.07 Blink 581808991
33 28 467.16 452.74 Blink 581825680
34 28 454.23 430.12 Blink 581842300
34 28 439.61 354.74 Blink 581858920
35 29 434.06 354.05 Blink 581875516
35 29 421.79 357.40 Blink 581892081
36 30 426.98 384.54 Blink 581908653
36 30 432.32 406.06 Blink 581925059
36 30 435.31 393.80 Blink 581941777
37 31 453.67 431.34 Blink 581958363
38 32 451.56 402.65 Blink 581975102
38 32 456.79 440.58 Blink 581991723
39 33 459.82 438.42 Blink 582008172
39 33 462.74 447.01 Blink 582024720
40 33 465.56 446.41 Fixation 582041389
40 33 467.26 446.23 Fixation 582058033
41 34 468.92 443.35 Fixation 582074670
41 34 470.67 446.31 Fixation 582091373
41 34 468.46 431.08 Fixation 582107843
42 35 475.07 450.55 Fixation 582124430
43 36 477.63 445.36 Fixation 582140986
43 36 477.05 422.25 Fixation 582157587
