frame_etg frame_gar X Y event_type code
0 0 490.43 185.06 Fixation 844463812
0 0 492.75 185.87 Fixation 844480466
1 1 494.82 186.52 Fixation 844497094
1 1 495.57 184.57 Fixation 844513696
2 2 498.85 183.89 Fixation 844530250
2 2 500.35 180.21 Fixation 844546904
3 3 505.39 180.60 Fixation 844563434
3 3 502.69 177.30 Fixation 844580052
3 3 504.82 173.78 Saccade 844596586
4 3 504.38 169.74 Saccade 844613170
5 4 31153.40 17976.12 Saccade 844629850
5 4 507.42 165.89 Saccade 844646430
6 5 503.38 159.53 Saccade 844663163
6 5 503.26 156.99 Saccade 844679653
7 6 1145.50 1264.00 Saccade 844696184
7 6 1275.09 1377.05 Saccade 844712821
8 7 497.33 152.43 Saccade 844729389
8 7 497.70 152.65 Fixation 844745859
9 8 493.80 152.00 Fixation 844762674
9 8 492.34 152.04 Fixation 844779330
10 8 489.61 154.09 Fixation 844795782
10 8 488.75 155.13 Fixation 844812389
11 9 487.67 155.97 Fixation 844828864
11 9 485.83 157.09 Fixation 844845495
11 9 484.06 156.14 Fixation 844862330
12 10 483.40 159.39 Fixation 844878674
13 11 484.23 159.53 Saccade 844896280
13 11 127.91 307.48 Saccade 844911935
14 12 129.11 307.66 Saccade 844928723
14 12 128.94 307.12 Saccade 844945281
15 13 129.90 306.54 Saccade 844961790
15 13 489.59 163.71 Saccade 844978337
16 13 143.97 312.09 Saccade 844995118
16 13 497.56 160.72 Saccade 845011639
17 14 498.97 155.89 Saccade 845028068
17 14 504.47 155.17 Fixation 845044707
17 14 503.47 150.66 Fixation 845061265
18 15 506.71 149.10 Fixation 845078012
18 15 507.05 145.38 Fixation 845094547
19 16 509.22 143.81 Fixation 845111098
20 17 510.48 141.85 Fixation 845127724
20 17 519.91 141.14 Fixation 845144295
21 18 512.31 138.25 Fixation 845160943
21 18 511.85 136.99 Fixation 845177468
22 18 515.92 138.38 Fixation 845194176
22 18 513.06 137.86 Fixation 845210616
23 19 510.93 142.01 Fixation 845227368
23 19 509.76 143.50 Fixation 845243783
23 19 507.94 146.50 Fixation 845260404
24 20 507.41 149.41 Fixation 845277065
25 21 503.78 153.31 Fixation 845293616
25 21 504.16 156.50 Fixation 845310277
26 22 502.45 159.63 Fixation 845326752
26 22 501.14 162.96 Fixation 845343374
27 23 1450.82 681.81 Fixation 845360039
27 23 497.92 169.09 Fixation 845376529
28 23 495.83 170.48 Fixation 845393347
28 23 495.13 170.93 Saccade 845409854
29 24 131.01 309.82 Saccade 845426387
29 24 131.25 309.22 Saccade 845443084
30 25 132.82 311.23 Saccade 845459678
30 25 493.08 172.48 Saccade 845476328
31 26 5264.89 2031.17 Saccade 845492751
31 26 1288.52 684.41 Saccade 845509483
32 27 511.29 175.88 Saccade 845525943
32 27 511.75 175.80 Fixation 845542595
33 28 -554.00 -31.65 Fixation 845559358
33 28 510.55 171.73 Fixation 845575787
33 28 405.31 480.77 Fixation 845592433
34 28 508.25 170.82 Fixation 845609036
35 29 506.47 170.32 Saccade 845625572
35 29 498.13 162.77 Saccade 845642308
36 30 496.40 160.33 Saccade 845658697
36 30 494.67 158.64 Saccade 845675382
37 31 492.64 150.65 Saccade 845692063
37 31 492.92 148.73 Saccade 845708605
38 32 491.52 146.46 Saccade 845726205
38 32 492.00 138.01 Saccade 845741841
39 33 486.02 133.68 Saccade 845758454
39 33 479.38 134.53 Fixation 845775108
40 33 483.75 128.61 Fixation 845791661
40 33 487.89 127.10 Fixation 845808408
41 34 494.26 123.89 Fixation 845824662
41 34 498.46 121.25 Fixation 845841402
42 35 503.19 119.01 Fixation 845858097
42 35 509.64 116.21 Fixation 845874538
43 36 512.64 109.61 Fixation 845891211
43 36 520.42 109.57 Fixation 845907622
44 37 526.34 107.47 Fixation 845924254
44 37 529.84 104.21 Fixation 845940817
45 38 538.01 108.23 Fixation 845957549
45 38 544.72 106.88 Fixation 845974158
46 38 550.53 110.39 Fixation 845990744
46 38 552.41 111.72 Fixation 846007311
47 39 558.09 114.18 Fixation 846023813
47 39 561.68 116.37 Fixation 846040415
47 39 564.88 120.86 Fixation 846057071
48 40 564.06 122.41 Fixation 846073705
48 40 565.48 125.61 Fixation 846090251
49 41 567.07 128.59 Fixation 846106903
50 42 568.38 130.12 Fixation 846123454
50 42 569.80 134.92 Fixation 846140052
51 43 570.07 135.12 Fixation 846156675
51 43 571.41 141.07 Fixation 846173288
52 43 571.58 138.86 Fixation 846189846
52 43 572.11 145.15 Blink 846206503
53 44 572.52 153.69 Blink 846223125
53 44 574.23 165.98 Blink 846239566
53 44 567.15 169.69 Blink 846256321
54 45 561.25 223.21 Blink 846272925
55 46 NaN NaN Blink 846289389
55 46 568.66 150.21 Blink 846306045
56 47 566.46 174.54 Blink 846322563
56 47 561.80 167.00 Blink 846339195
57 48 -7425.88 -1678.92 Blink 846355801
57 48 567.41 72.16 Blink 846372406
58 48 555.84 173.29 Blink 846389046
58 48 556.31 172.75 Blink 846405676
59 49 555.18 173.32 Fixation 846422134
59 49 551.78 176.50 Fixation 846438922
59 49 550.22 174.98 Fixation 846455326
60 50 551.96 176.18 Fixation 846472036
61 51 552.69 175.76 Fixation 846488678
61 51 552.50 175.80 Fixation 846505242
61 51 552.23 176.15 Fixation 846521659
62 52 552.96 175.08 Fixation 846538423
63 53 553.81 171.48 Fixation 846555124
