frame_etg frame_gar X Y event_type code
0 0 485.02 461.06 Fixation 838762881
0 0 487.39 461.28 Fixation 838779278
1 1 485.86 463.78 Fixation 838796057
1 1 488.42 466.35 Fixation 838812571
2 2 486.61 470.47 Fixation 838829215
2 2 486.88 466.91 Fixation 838845948
3 3 486.96 469.54 Fixation 838862804
3 3 489.91 469.30 Blink 838878984
4 3 492.09 470.17 Blink 838895532
4 3 499.79 471.69 Blink 838912038
5 4 520.75 482.78 Blink 838928636
5 4 526.46 299.66 Blink 838945419
6 5 541.31 257.41 Blink 838961967
6 5 NaN NaN Blink 838978523
7 6 NaN NaN Blink 838995140
7 6 614.92 286.24 Blink 839011638
7 6 589.18 371.50 Blink 839028266
8 7 536.15 441.03 Blink 839044811
9 8 541.87 469.80 Blink 839061515
9 8 542.43 471.86 Fixation 839078153
10 8 540.44 459.52 Fixation 839094689
10 8 541.61 463.11 Fixation 839111242
11 9 542.45 469.34 Fixation 839127771
11 9 543.53 473.57 Fixation 839144485
12 10 545.59 472.16 Fixation 839161171
12 10 544.02 471.83 Fixation 839177764
13 11 547.37 474.87 Fixation 839194592
13 11 547.43 478.89 Fixation 839210865
14 12 546.86 475.04 Fixation 839227356
14 12 546.34 474.13 Fixation 839244122
15 13 544.11 476.12 Fixation 839260768
15 13 541.36 475.45 Fixation 839277235
16 13 536.92 475.01 Fixation 839293896
16 13 538.88 481.46 Fixation 839310428
17 14 534.02 480.20 Fixation 839327048
17 14 529.54 478.51 Fixation 839343590
18 15 528.86 481.75 Fixation 839360359
18 15 528.07 479.41 Fixation 839376895
19 16 526.84 480.39 Fixation 839393514
19 16 525.61 480.61 Fixation 839409901
20 17 523.69 485.03 Fixation 839426575
20 17 522.85 487.72 Fixation 839443291
21 18 522.63 487.91 Fixation 839460168
21 18 522.50 492.84 Saccade 839476363
22 18 524.15 496.06 Saccade 839492999
22 18 502.62 531.82 Saccade 839509535
23 19 480.53 582.28 Saccade 839526191
23 19 479.91 590.94 Saccade 839542789
24 20 482.06 591.35 Saccade 839559442
24 20 482.05 590.64 Saccade 839576124
25 21 483.12 590.05 Saccade 839592583
25 21 483.47 587.81 Saccade 839609119
26 22 490.29 583.92 Saccade 839625717
26 22 488.98 578.58 Saccade 839642443
27 23 487.21 574.63 Saccade 839659119
27 23 494.17 571.22 Saccade 839675611
28 23 487.94 568.59 Saccade 839692279
28 23 493.29 564.41 Saccade 839708657
29 24 492.82 561.80 Saccade 839725314
29 24 492.59 559.10 Saccade 839741899
30 25 489.21 561.50 Saccade 839758589
30 25 493.07 556.10 Fixation 839775137
31 26 493.39 576.48 Fixation 839791856
31 26 482.11 553.52 Fixation 839808257
32 27 484.68 677.26 Fixation 839824965
32 27 483.90 608.42 Fixation 839841604
33 28 486.55 576.23 Saccade 839858215
33 28 511.59 536.48 Saccade 839874710
34 28 536.44 473.16 Saccade 839891308
34 28 539.25 423.74 Saccade 839907811
35 29 542.55 407.14 Saccade 839924338
35 29 540.88 406.70 Fixation 839941130
36 30 540.21 405.48 Fixation 839957854
36 30 542.19 406.87 Fixation 839974269
