frame_etg frame_gar X Y event_type code
0 0 484.05 480.13 Blink 3260790395
0 0 486.56 471.78 Blink 3260806991
0 0 488.59 466.93 Blink 3260823574
1 1 488.13 470.96 Fixation 3260840169
2 2 487.74 471.24 Fixation 3260856772
2 2 488.79 471.20 Fixation 3260873409
2 2 488.82 471.79 Fixation 3260889913
3 3 490.41 471.15 Fixation 3260906519
4 3 490.54 470.18 Fixation 3260923153
4 3 491.07 469.37 Fixation 3260939801
4 3 492.04 466.87 Fixation 3260956431
5 4 492.09 463.84 Fixation 3260973204
6 5 491.26 461.43 Fixation 3260989639
6 5 491.17 458.80 Fixation 3261006228
6 5 489.61 454.01 Fixation 3261022867
7 6 489.22 449.90 Fixation 3261039397
8 7 488.86 446.79 Blink 3261055955
8 7 485.85 443.53 Blink 3261072613
8 7 482.32 457.46 Blink 3261089396
9 8 508.29 444.93 Blink 3261105827
10 8 NaN NaN Blink 3261122358
10 8 -13508.27 106063.93 Blink 3261138908
10 8 NaN NaN Blink 3261155670
11 9 602.96 4552.54 Blink 3261172219
11 9 467.76 257.59 Blink 3261188713
12 10 657.61 1462.38 Blink 3261205421
13 11 470.14 396.02 Blink 3261222116
13 11 467.36 378.74 Blink 3261238716
13 11 464.44 369.46 Blink 3261255077
14 12 464.61 366.35 Fixation 3261271843
15 13 462.69 362.74 Fixation 3261288425
15 13 461.71 358.75 Fixation 3261305204
15 13 460.38 353.81 Fixation 3261321424
16 13 459.47 351.38 Fixation 3261338043
16 13 458.63 348.84 Fixation 3261354908
17 14 457.16 345.01 Fixation 3261371451
17 14 456.67 342.72 Fixation 3261387987
18 15 455.68 340.92 Fixation 3261404588
18 15 455.48 340.09 Fixation 3261421169
19 16 454.59 338.60 Fixation 3261437777
19 16 454.43 337.56 Fixation 3261454175
20 17 454.88 335.02 Fixation 3261470972
21 18 455.42 332.34 Fixation 3261487549
21 18 456.88 329.57 Fixation 3261504205
22 18 461.88 335.68 Saccade 3261520661
22 18 476.36 347.87 Saccade 3261537342
22 18 487.18 354.67 Saccade 3261553866
23 19 489.34 358.79 Fixation 3261570464
23 19 485.03 360.73 Fixation 3261587095
24 20 478.70 366.56 Fixation 3261603608
25 21 471.04 373.31 Fixation 3261620246
25 21 468.65 384.71 Fixation 3261636868
25 21 479.67 392.52 Fixation 3261653559
26 22 486.41 402.55 Fixation 3261670080
27 23 494.53 409.19 Blink 3261686708
27 23 517.50 376.77 Blink 3261703248
27 23 524.85 346.84 Blink 3261719794
28 23 522.96 336.88 Blink 3261736586
28 23 520.01 330.27 Blink 3261753239
29 24 521.01 330.68 Blink 3261769627
29 24 516.98 320.88 Blink 3261786250
30 25 509.13 302.59 Blink 3261803019
31 26 501.90 290.55 Blink 3261819365
31 26 497.33 287.51 Blink 3261835920
31 26 493.50 288.73 Blink 3261852625
32 27 488.93 299.18 Blink 3261869426
32 27 487.19 313.19 Blink 3261885761
33 28 485.52 315.63 Blink 3261902449
33 28 467.43 475.49 Blink 3261918875
34 28 NaN NaN Blink 3261935633
34 28 479.51 275.41 Blink 3261952256
35 29 456.78 311.15 Blink 3261968837
35 29 465.09 316.89 Blink 3261985422
36 30 466.30 316.37 Blink 3262001985
37 31 462.63 323.34 Blink 3262018468
37 31 459.66 325.84 Fixation 3262035202
37 31 458.06 328.18 Fixation 3262051829
38 32 454.57 328.34 Fixation 3262068572
38 32 451.84 327.09 Fixation 3262084966
39 33 449.83 323.76 Fixation 3262101618
40 33 449.62 319.68 Fixation 3262118023
40 33 450.81 310.36 Fixation 3262134725
40 33 453.07 302.93 Fixation 3262151513
41 34 453.94 295.92 Saccade 3262167953
41 34 446.93 286.14 Saccade 3262184582
