frame_etg frame_gar X Y event_type code
0 0 493.76 353.39 Fixation 262159549
0 0 492.37 352.68 Fixation 262176248
1 1 491.29 354.05 Fixation 262192892
1 1 489.79 354.85 Fixation 262209490
2 2 489.38 354.68 Fixation 262226121
2 2 488.29 354.60 Fixation 262242644
2 2 488.56 355.73 Fixation 262259219
3 3 487.34 355.86 Fixation 262275739
4 3 488.48 355.44 Fixation 262292549
4 3 490.00 355.24 Fixation 262309113
5 4 491.69 356.66 Fixation 262325679
5 4 494.43 354.90 Fixation 262342088
6 5 495.68 353.33 Fixation 262358797
6 5 497.70 353.12 Fixation 262375430
6 5 501.22 352.74 Fixation 262392024
7 6 501.37 348.83 Fixation 262408625
8 7 505.64 347.01 Saccade 262425252
8 7 502.35 354.60 Saccade 262441746
9 8 489.29 371.91 Saccade 262458217
9 8 488.64 371.80 Fixation 262475015
10 8 489.22 369.88 Fixation 262491676
10 8 486.84 369.68 Fixation 262508117
11 9 487.41 367.33 Fixation 262524752
11 9 487.50 367.83 Fixation 262541189
12 10 487.45 366.04 Fixation 262557912
12 10 485.78 363.62 Fixation 262574527
13 11 485.91 361.79 Fixation 262591364
13 11 485.50 360.52 Fixation 262607762
14 12 484.98 358.92 Fixation 262624374
14 12 485.53 358.27 Fixation 262640810
14 12 487.01 356.92 Fixation 262657538
15 13 486.77 355.66 Fixation 262674072
16 13 487.47 354.32 Fixation 262690756
16 13 490.15 355.24 Fixation 262707387
17 14 490.80 352.04 Fixation 262724017
17 14 490.58 352.39 Fixation 262740468
18 15 493.52 348.81 Fixation 262757161
18 15 493.52 348.10 Fixation 262773792
19 16 494.23 353.39 Fixation 262790251
19 16 490.54 354.03 Fixation 262806989
20 17 491.27 353.14 Fixation 262823489
20 17 491.19 355.09 Fixation 262839935
20 17 492.92 349.74 Fixation 262856653
21 18 492.19 351.82 Fixation 262873256
21 18 492.85 349.89 Fixation 262889760
22 18 494.85 350.24 Fixation 262906438
23 19 493.84 353.16 Fixation 262923309
23 19 495.10 357.46 Fixation 262939565
24 20 497.93 354.31 Saccade 262956064
24 20 505.35 347.19 Saccade 262972925
25 21 505.39 348.25 Fixation 262989511
25 21 504.73 346.18 Fixation 263006115
26 22 503.47 349.54 Fixation 263022741
26 22 505.66 347.27 Fixation 263039057
26 22 507.58 348.79 Fixation 263055771
27 23 509.76 348.17 Fixation 263072449
27 23 510.40 350.62 Fixation 263089013
28 23 511.92 347.21 Fixation 263105571
29 24 513.77 350.25 Fixation 263122261
29 24 513.29 348.92 Fixation 263138686
30 25 512.77 349.98 Fixation 263155423
30 25 512.19 351.74 Fixation 263172009
