frame_etg frame_gar X Y event_type code
0 0 318.86 572.69 Saccade 3521525686
0 0 317.77 575.28 Fixation 3521542322
1 1 314.78 583.48 Fixation 3521558969
1 1 314.20 584.31 Fixation 3521575393
1 1 314.94 583.87 Fixation 3521592072
2 2 315.51 586.11 Fixation 3521608750
3 3 316.93 590.12 Fixation 3521625368
3 3 318.38 591.55 Fixation 3521641971
3 3 319.56 594.41 Fixation 3521658403
4 3 320.62 595.70 Fixation 3521675005
5 4 318.55 607.21 Fixation 3521691689
5 4 321.61 598.52 Fixation 3521708306
5 4 318.81 608.13 Fixation 3521724929
6 5 319.85 603.84 Fixation 3521741451
7 6 317.64 610.51 Fixation 3521758112
7 6 317.69 610.58 Fixation 3521774731
7 6 316.73 614.49 Fixation 3521791173
8 7 314.58 619.44 Fixation 3521807925
9 8 314.72 620.01 Fixation 3521824471
9 8 312.08 625.59 Saccade 3521841463
10 8 304.47 638.62 Saccade 3521857591
10 8 296.28 653.88 Saccade 3521874133
11 9 294.60 659.88 Fixation 3521890821
11 9 294.32 654.29 Fixation 3521907469
11 9 294.25 652.31 Fixation 3521924099
12 10 293.87 645.38 Fixation 3521940593
13 11 293.10 640.89 Fixation 3521957251
13 11 292.04 640.23 Fixation 3521973816
13 11 290.13 641.47 Fixation 3521990440
14 12 290.42 639.19 Fixation 3522006891
14 12 289.39 644.03 Fixation 3522023551
15 13 285.42 650.96 Fixation 3522040242
16 13 283.43 652.83 Saccade 3522056740
16 13 303.77 635.57 Saccade 3522073295
17 14 380.53 528.67 Saccade 3522089896
17 14 430.53 416.37 Saccade 3522106626
17 14 459.67 320.16 Saccade 3522123209
18 15 465.80 268.95 Saccade 3522139737
19 16 463.10 254.55 Saccade 3522156220
19 16 462.61 254.02 Fixation 3522172955
19 16 463.67 257.49 Fixation 3522189606
20 17 461.47 242.98 Fixation 3522206285
20 17 461.01 243.33 Fixation 3522222756
21 18 460.05 241.22 Fixation 3522239376
21 18 460.91 242.40 Fixation 3522255935
22 18 461.83 242.40 Fixation 3522272572
23 19 461.25 243.27 Fixation 3522289086
23 19 464.78 244.42 Fixation 3522305741
23 19 467.07 246.16 Fixation 3522322318
24 20 468.48 250.41 Fixation 3522338967
