frame_etg frame_gar X Y event_type code
0 0 499.66 432.33 Fixation 4792990779
0 0 500.42 437.76 Fixation 4793007325
1 1 500.68 441.03 Fixation 4793023748
1 1 502.31 443.06 Fixation 4793041036
2 2 501.77 444.91 Saccade 4793057158
2 2 489.97 445.08 Saccade 4793073722
2 2 485.31 440.64 Saccade 4793090260
3 3 484.31 441.75 Fixation 4793106848
4 3 484.18 439.87 Fixation 4793123400
4 3 483.58 437.77 Fixation 4793140044
5 4 484.09 436.23 Fixation 4793156670
5 4 481.85 434.47 Fixation 4793173194
6 5 479.95 431.78 Fixation 4793189951
6 5 480.44 431.34 Fixation 4793206561
6 5 478.76 427.41 Fixation 4793223023
7 6 478.34 426.76 Fixation 4793239628
8 7 477.21 425.40 Fixation 4793256241
8 7 477.03 424.20 Fixation 4793272895
8 7 477.79 422.00 Fixation 4793289538
9 8 478.43 420.63 Fixation 4793305982
10 8 479.38 418.27 Fixation 4793322661
10 8 479.00 418.18 Blink 4793339159
11 9 481.55 416.45 Blink 4793356157
11 9 497.92 411.95 Blink 4793372329
12 10 504.45 413.56 Blink 4793388915
12 10 437.47 802.33 Blink 4793405707
13 11 NaN NaN Blink 4793422178
13 11 NaN NaN Blink 4793439001
14 12 NaN NaN Blink 4793455455
14 12 NaN NaN Blink 4793472016
14 12 NaN NaN Blink 4793488658
15 13 NaN NaN Blink 4793505210
16 13 276.54 635.67 Blink 4793521776
16 13 NaN NaN Blink 4793538442
17 14 NaN NaN Blink 4793554977
17 14 NaN NaN Blink 4793571598
18 15 NaN NaN Blink 4793588041
18 15 392.95 772.95 Blink 4793604629
19 16 503.57 198.79 Blink 4793621318
19 16 535.65 393.55 Blink 4793637908
20 17 533.21 388.29 Blink 4793654597
20 17 534.11 385.45 Fixation 4793671079
20 17 534.56 390.33 Fixation 4793687696
21 18 533.35 393.93 Fixation 4793704333
21 18 532.75 398.17 Fixation 4793720825
22 18 533.02 397.61 Fixation 4793737352
23 19 531.89 399.58 Fixation 4793754165
23 19 531.68 400.06 Fixation 4793770825
24 20 530.19 399.43 Fixation 4793787203
24 20 529.69 399.92 Fixation 4793803855
25 21 528.61 402.91 Fixation 4793820516
25 21 526.43 403.88 Fixation 4793837049
26 22 524.59 406.07 Fixation 4793853698
26 22 522.87 408.89 Fixation 4793870201
26 22 522.25 414.99 Fixation 4793886828
27 23 521.36 418.06 Fixation 4793903405
28 23 521.01 422.36 Fixation 4793920008
28 23 521.68 424.14 Fixation 4793936613
29 24 536.50 514.15 Fixation 4793953132
29 24 521.50 430.30 Fixation 4793970035
30 25 530.14 487.21 Fixation 4793986523
30 25 522.48 433.56 Saccade 4794002906
31 26 552.09 444.96 Saccade 4794019502
31 26 565.55 435.10 Saccade 4794036200
31 26 565.59 432.42 Fixation 4794052881
32 27 568.71 436.20 Fixation 4794069621
32 27 570.22 435.38 Fixation 4794085949
33 28 573.35 431.95 Fixation 4794102563
34 28 574.82 431.71 Fixation 4794119145
34 28 577.50 427.13 Fixation 4794135836
35 29 580.59 425.06 Fixation 4794152389
35 29 581.24 422.48 Fixation 4794169167
36 30 583.26 419.90 Fixation 4794185607
36 30 584.61 418.45 Fixation 4794202197
36 30 588.23 414.76 Fixation 4794218609
37 31 588.14 416.31 Fixation 4794235255
37 31 591.34 420.48 Fixation 4794252138
38 32 590.91 417.44 Fixation 4794268673
38 32 592.22 419.61 Fixation 4794285247
39 33 593.27 417.47 Fixation 4794301806
39 33 593.65 418.44 Saccade 4794318296
40 33 577.28 438.78 Saccade 4794334889
41 34 510.93 432.50 Saccade 4794351809
41 34 480.79 431.17 Saccade 4794368234
41 34 481.51 429.73 Fixation 4794384757
42 35 482.03 426.79 Fixation 4794401239
43 36 482.64 423.47 Fixation 4794417872
43 36 483.34 416.56 Fixation 4794434479
44 37 483.94 415.38 Fixation 4794451151
44 37 484.05 410.68 Fixation 4794467922
44 37 484.12 408.96 Fixation 4794484265
45 38 484.31 407.18 Fixation 4794500856
46 38 483.68 405.77 Fixation 4794517328
46 38 483.90 406.82 Fixation 4794534092
47 39 484.53 409.63 Fixation 4794550826
47 39 485.46 410.35 Fixation 4794567608
48 40 485.48 410.34 Fixation 4794583893
48 40 486.85 411.73 Fixation 4794600440
48 40 487.07 413.60 Fixation 4794617058
49 41 488.45 416.36 Fixation 4794633632
49 41 488.48 416.85 Fixation 4794650512
50 42 489.23 417.78 Fixation 4794667091
50 42 489.56 419.73 Fixation 4794683489
51 43 490.22 420.28 Fixation 4794700090
51 43 489.45 423.77 Fixation 4794716531
52 43 489.47 424.14 Fixation 4794733181
53 44 488.51 424.65 Fixation 4794749962
53 44 487.78 422.28 Fixation 4794766913
54 45 487.75 423.45 Fixation 4794782906
54 45 487.76 423.26 Fixation 4794799746
54 45 486.57 421.59 Saccade 4794816249
55 46 476.59 424.99 Saccade 4794832803
56 47 414.93 414.33 Saccade 4794849549
56 47 351.40 402.31 Saccade 4794866036
56 47 307.36 394.19 Saccade 4794882572
57 48 300.77 393.89 Saccade 4794899216
58 48 300.11 392.88 Fixation 4794915827
58 48 301.73 391.20 Fixation 4794932344
59 49 300.48 390.41 Fixation 4794949161
59 49 302.63 389.39 Fixation 4794965806
60 50 304.15 386.32 Fixation 4794982263
60 50 304.23 386.16 Fixation 4794998591
60 50 306.97 382.90 Fixation 4795015255
61 51 306.86 380.04 Fixation 4795031828
62 52 307.20 379.88 Fixation 4795048478
62 52 309.47 375.94 Fixation 4795065114
62 52 309.97 375.04 Fixation 4795081611
63 53 310.27 375.68 Fixation 4795098191
64 53 311.66 372.30 Fixation 4795114803
64 53 312.79 372.16 Fixation 4795131483
64 53 313.19 371.21 Fixation 4795148030
65 54 314.35 370.46 Fixation 4795164824
66 55 314.21 370.19 Fixation 4795181194
66 55 314.22 367.77 Saccade 4795197839
66 55 325.68 369.42 Saccade 4795214393
67 56 390.11 384.56 Saccade 4795231021
67 56 474.16 402.59 Saccade 4795247665
68 57 527.60 414.87 Saccade 4795264221
68 57 537.22 416.27 Saccade 4795280744
69 57 535.62 414.91 Fixation 4795297363
70 58 534.83 414.25 Fixation 4795313997
70 58 533.44 410.27 Fixation 4795330607
70 58 531.75 407.44 Fixation 4795347475
71 59 530.29 405.84 Fixation 4795363717
71 59 529.27 404.55 Fixation 4795380314
72 60 527.58 401.50 Fixation 4795397096
73 61 526.01 398.95 Fixation 4795413668
73 61 524.38 396.91 Fixation 4795430206
74 62 522.20 395.82 Fixation 4795446875
74 62 520.54 394.13 Fixation 4795463655
74 62 519.41 393.10 Fixation 4795480115
75 63 519.12 390.97 Fixation 4795496599
75 63 518.75 389.96 Fixation 4795513107
76 63 518.37 389.73 Fixation 4795529713
77 64 516.83 388.95 Fixation 4795546570
77 64 516.75 388.71 Fixation 4795563028
77 64 516.92 388.96 Fixation 4795579524
78 65 516.88 388.82 Fixation 4795596242
78 65 517.84 389.18 Fixation 4795612848
79 66 518.08 390.71 Fixation 4795629385
79 66 518.15 392.58 Fixation 4795645877
80 67 519.00 394.70 Fixation 4795662554
80 67 518.06 393.37 Fixation 4795679186
81 68 518.62 394.57 Fixation 4795695894
81 68 518.74 395.98 Fixation 4795712381
82 68 519.15 396.05 Fixation 4795728926
82 68 519.18 395.31 Fixation 4795745686
83 69 517.72 395.50 Fixation 4795762169
83 69 517.24 395.19 Fixation 4795778761
84 70 518.21 394.73 Fixation 4795795385
85 71 518.58 394.75 Fixation 4795811969
85 71 517.83 394.24 Fixation 4795828496
86 72 518.18 396.44 Fixation 4795845085
86 72 518.27 399.72 Fixation 4795861799
86 72 518.68 400.64 Fixation 4795878295
87 73 518.58 401.09 Fixation 4795894907
87 73 517.70 402.35 Fixation 4795911548
88 73 519.14 404.50 Fixation 4795928013
88 73 525.70 420.10 Blink 4795944717
89 74 533.20 394.35 Blink 4795961368
89 74 540.40 394.63 Blink 4795977904
90 75 544.54 383.69 Blink 4795994475
91 76 431.35 818.59 Blink 4796011108
91 76 534.11 216.86 Blink 4796027640
91 76 527.47 412.81 Blink 4796044272
92 77 524.79 411.72 Blink 4796060822
92 77 531.52 468.63 Blink 4796077483
93 78 525.76 428.08 Blink 4796094129
93 78 524.82 416.60 Blink 4796110628
94 78 390.91 94.55 Blink 4796127340
94 78 254.65 743.79 Blink 4796143829
95 79 215.44 844.52 Blink 4796160494
95 79 225.26 912.92 Blink 4796177017
96 80 -391.98 1068.14 Blink 4796193790
96 80 455.95 -4.31 Blink 4796210301
97 81 NaN NaN Blink 4796226798
97 81 136.65 809.86 Blink 4796243417
98 82 439.09 910.89 Blink 4796259996
98 82 559.09 -80.91 Blink 4796276644
99 83 442.46 884.00 Blink 4796293180
99 83 507.90 400.61 Blink 4796309803
100 83 462.36 399.80 Blink 4796326387
100 83 442.68 394.64 Blink 4796342989
101 84 443.10 388.31 Fixation 4796359623
101 84 441.40 388.11 Fixation 4796376225
102 85 441.71 389.98 Fixation 4796392864
102 85 441.02 389.03 Fixation 4796409398
103 86 442.57 387.97 Fixation 4796425898
104 87 442.47 387.22 Fixation 4796442619
104 87 441.39 383.70 Fixation 4796459226
104 87 441.02 385.97 Fixation 4796475812
105 88 439.90 385.52 Fixation 4796492348
105 88 439.45 390.30 Fixation 4796508899
106 88 440.58 392.17 Fixation 4796525472
106 88 439.13 394.30 Fixation 4796542128
107 89 438.94 394.98 Fixation 4796558994
107 89 439.44 396.97 Fixation 4796575370
108 90 438.91 396.13 Fixation 4796591963
108 90 439.65 394.94 Fixation 4796608599
109 91 440.06 395.39 Fixation 4796625025
110 92 441.18 393.82 Fixation 4796641736
110 92 430.64 432.62 Fixation 4796658269
110 92 433.97 415.44 Fixation 4796674901
111 93 436.93 408.75 Fixation 4796691607
111 93 435.93 406.48 Saccade 4796708123
112 93 439.50 403.41 Saccade 4796724598
112 93 476.60 396.49 Saccade 4796741327
113 94 532.85 384.30 Saccade 4796757865
113 94 539.33 384.01 Saccade 4796774689
114 95 538.04 385.29 Fixation 4796791364
114 95 538.11 386.23 Fixation 4796807795
115 96 537.66 387.91 Fixation 4796824202
115 96 538.76 389.36 Fixation 4796840831
116 97 538.53 390.38 Fixation 4796857558
116 97 538.52 391.80 Fixation 4796874099
117 98 538.62 395.77 Fixation 4796890760
117 98 539.93 395.51 Fixation 4796907378
118 98 541.18 397.27 Fixation 4796923814
118 98 540.65 394.91 Fixation 4796940431
119 99 541.45 399.06 Fixation 4796957146
119 99 542.57 401.12 Fixation 4796973732
120 100 541.02 399.71 Fixation 4796990200
120 100 542.74 400.38 Fixation 4797006875
121 101 541.65 398.17 Fixation 4797023431
121 101 543.26 403.34 Fixation 4797039956
122 102 541.67 398.57 Fixation 4797056808
122 102 542.14 400.50 Fixation 4797073218
123 102 541.15 399.08 Fixation 4797089745
123 102 539.91 398.61 Fixation 4797106480
124 103 539.18 396.52 Fixation 4797122934
124 103 539.14 396.06 Fixation 4797139605
125 104 539.69 397.19 Fixation 4797156337
125 104 540.64 397.58 Fixation 4797172899
126 105 541.12 398.93 Fixation 4797189504
126 105 540.21 395.72 Fixation 4797205987
127 106 540.35 395.80 Fixation 4797222600
127 106 539.71 394.05 Fixation 4797239175
