frame_etg frame_gar X Y event_type code
0 0 381.88 341.06 Fixation 528402604
0 0 383.68 342.56 Fixation 528419128
1 1 387.04 345.16 Fixation 528435996
1 1 389.18 342.81 Fixation 528452346
2 2 392.39 345.28 Fixation 528469022
2 2 394.08 339.24 Fixation 528485541
3 3 391.55 355.05 Fixation 528502229
3 3 393.31 340.63 Fixation 528518663
4 3 393.87 344.50 Fixation 528535391
5 4 392.22 347.28 Fixation 528552136
5 4 393.13 346.01 Fixation 528568471
5 4 393.50 343.75 Fixation 528585139
6 5 394.90 350.07 Fixation 528601646
6 5 398.45 347.81 Saccade 528618221
7 6 419.25 354.91 Saccade 528635004
7 6 457.60 366.03 Saccade 528651510
8 7 464.14 367.28 Saccade 528668076
8 7 464.51 367.92 Fixation 528684769
9 8 464.33 368.27 Fixation 528701345
9 8 466.27 369.06 Fixation 528717863
10 8 463.55 373.10 Fixation 528734359
10 8 464.47 369.39 Fixation 528751125
11 9 467.93 369.90 Fixation 528767799
11 9 467.71 369.62 Fixation 528784331
12 10 466.95 369.07 Fixation 528801031
12 10 467.69 367.70 Fixation 528817346
13 11 468.92 371.78 Fixation 528834135
13 11 468.22 371.45 Fixation 528850745
14 12 470.10 379.48 Fixation 528867359
14 12 470.43 379.61 Fixation 528883880
15 13 471.92 385.05 Fixation 528900445
15 13 476.03 381.85 Fixation 528916971
15 13 479.23 385.32 Fixation 528933605
16 13 478.09 386.78 Saccade 528950257
17 14 469.41 371.55 Saccade 528966870
17 14 470.00 374.46 Fixation 528983526
18 15 473.21 376.76 Fixation 529000060
18 15 474.09 376.90 Fixation 529016469
19 16 476.14 386.29 Fixation 529033121
19 16 477.19 383.10 Fixation 529049875
20 17 477.27 388.79 Fixation 529066499
20 17 477.87 392.46 Fixation 529082961
21 18 478.19 391.06 Fixation 529099562
21 18 477.77 397.50 Fixation 529116406
22 18 478.26 397.99 Fixation 529132855
22 18 479.35 394.20 Fixation 529149427
23 19 482.20 394.94 Fixation 529165967
23 19 482.24 401.69 Fixation 529182624
24 20 484.75 399.83 Fixation 529199154
24 20 487.29 400.10 Fixation 529215656
25 21 485.12 399.84 Saccade 529232199
25 21 467.94 402.15 Saccade 529248993
26 22 464.50 402.84 Saccade 529265637
26 22 466.10 402.52 Fixation 529282118
27 23 465.51 401.86 Fixation 529298791
27 23 466.05 404.43 Fixation 529315273
28 23 467.16 400.42 Fixation 529331918
28 23 466.24 403.53 Fixation 529348661
29 24 468.98 402.02 Fixation 529365270
29 24 468.34 401.25 Fixation 529381756
30 25 470.62 401.61 Fixation 529398394
30 25 471.83 400.59 Fixation 529414846
30 25 472.06 399.77 Fixation 529431480
31 26 473.52 400.72 Fixation 529448133
32 27 473.44 399.16 Fixation 529464795
32 27 474.02 403.00 Fixation 529481342
33 28 474.23 403.22 Fixation 529497972
33 28 476.38 403.07 Fixation 529514315
34 28 476.19 404.29 Fixation 529531006
34 28 477.00 405.64 Fixation 529547621
35 29 478.93 408.09 Fixation 529564409
35 29 479.20 411.37 Fixation 529580919
36 30 479.41 412.34 Fixation 529597516
36 30 482.11 412.80 Saccade 529614011
37 31 507.80 411.05 Saccade 529630617
37 31 523.28 409.03 Saccade 529647229
38 32 528.92 410.63 Saccade 529663950
38 32 529.76 409.05 Saccade 529680496
39 33 529.82 407.18 Saccade 529697135
39 33 531.42 405.79 Saccade 529713642
40 33 530.63 404.05 Saccade 529730066
40 33 548.60 392.73 Saccade 529746765
41 34 557.99 386.98 Saccade 529763473
41 34 558.39 386.64 Fixation 529780024
42 35 559.60 385.92 Fixation 529796656
42 35 559.12 389.35 Fixation 529813164
43 36 559.31 394.29 Fixation 529829783
43 36 559.56 391.75 Fixation 529846345
44 37 559.74 394.10 Fixation 529863077
44 37 559.07 395.11 Fixation 529879634
45 38 559.34 395.28 Fixation 529896262
45 38 560.42 394.48 Fixation 529912757
45 38 560.11 395.31 Fixation 529929298
46 38 559.31 393.02 Fixation 529945896
47 39 559.71 391.42 Fixation 529962449
47 39 562.86 392.77 Fixation 529979247
48 40 564.39 386.20 Fixation 529995941
48 40 565.94 387.05 Fixation 530012398
49 41 568.30 380.83 Fixation 530028842
49 41 568.24 386.12 Fixation 530045609
50 42 567.52 382.07 Saccade 530062236
50 42 559.37 387.59 Saccade 530078785
51 43 512.15 401.28 Saccade 530095341
51 43 495.03 406.37 Saccade 530111899
52 43 494.63 408.09 Fixation 530128439
52 43 495.26 408.10 Fixation 530145124
53 44 492.71 406.02 Fixation 530161614
53 44 493.40 407.67 Fixation 530178387
54 45 494.04 405.54 Fixation 530195015
54 45 495.53 406.18 Fixation 530211417
55 46 494.09 405.11 Fixation 530228019
55 46 496.54 405.63 Fixation 530244747
56 47 494.84 406.48 Fixation 530261373
56 47 497.36 406.24 Fixation 530277986
57 48 497.83 405.61 Fixation 530294541
57 48 497.12 405.48 Fixation 530310967
58 48 497.72 405.97 Fixation 530327638
58 48 500.90 402.11 Fixation 530344301
59 49 500.84 400.99 Fixation 530360972
59 49 501.35 404.35 Fixation 530377416
59 49 500.73 404.04 Fixation 530394039
60 50 501.36 399.57 Fixation 530410565
61 51 500.28 400.34 Fixation 530427273
61 51 499.64 400.82 Fixation 530443817
62 52 498.68 398.67 Saccade 530460401
62 52 509.31 397.73 Saccade 530477098
63 53 547.01 407.52 Saccade 530493702
63 53 549.71 404.94 Fixation 530510108
64 53 549.95 402.39 Fixation 530526876
64 53 549.33 401.77 Fixation 530543478
65 54 549.63 403.10 Fixation 530560056
65 54 547.30 397.87 Fixation 530576596
65 54 545.86 398.53 Fixation 530593259
66 55 546.61 400.96 Fixation 530609773
67 56 545.39 399.23 Fixation 530626290
67 56 545.54 400.81 Fixation 530643118
68 57 544.13 400.74 Fixation 530659623
68 57 546.36 405.16 Fixation 530676268
69 57 545.50 406.47 Fixation 530692864
69 57 543.42 406.12 Fixation 530709319
70 58 544.24 410.36 Fixation 530725858
70 58 543.16 411.36 Fixation 530742634
71 59 542.56 415.59 Fixation 530759238
71 59 541.96 416.36 Fixation 530775911
71 59 541.10 419.78 Fixation 530792407
72 60 541.24 420.87 Fixation 530808896
73 61 539.76 420.26 Fixation 530825418
73 61 541.01 424.71 Saccade 530842237
74 62 528.50 426.04 Saccade 530858722
74 62 511.22 419.43 Saccade 530875236
75 63 507.32 413.32 Saccade 530891987
75 63 508.69 414.41 Fixation 530908508
75 63 508.61 413.67 Fixation 530925132
