frame_etg frame_gar X Y event_type code
0 0 532.53 546.23 Fixation 3206473852
0 0 533.32 549.04 Fixation 3206490297
1 1 534.52 544.49 Fixation 3206506971
1 1 538.31 547.57 Fixation 3206523722
2 2 540.83 553.47 Fixation 3206540260
2 2 542.46 547.62 Blink 3206556854
3 3 546.52 548.37 Blink 3206573404
3 3 550.62 552.60 Blink 3206589888
4 3 543.61 591.11 Blink 3206606450
4 3 NaN NaN Blink 3206623540
5 4 -330.83 -2119.15 Blink 3206639878
5 4 NaN NaN Blink 3206656380
6 5 NaN NaN Blink 3206673019
6 5 NaN NaN Blink 3206689422
7 6 543.16 596.04 Blink 3206706049
7 6 NaN NaN Blink 3206722882
8 7 1644.59 5077.16 Blink 3206739559
8 7 -1503.82 4147.09 Blink 3206755955
9 8 815.38 580.05 Blink 3206772584
9 8 613.13 502.93 Blink 3206789241
10 8 795.63 1527.06 Blink 3206806092
10 8 637.04 504.88 Blink 3206822477
11 9 638.69 500.03 Blink 3206838861
11 9 639.26 496.58 Fixation 3206855557
11 9 640.91 499.40 Fixation 3206872156
12 10 641.88 499.06 Fixation 3206888598
13 11 642.76 499.70 Fixation 3206905216
13 11 644.03 499.90 Fixation 3206921869
14 12 644.77 500.22 Fixation 3206938694
14 12 645.43 499.94 Fixation 3206955071
15 13 646.68 501.11 Fixation 3206971626
15 13 645.75 500.91 Fixation 3206988217
16 13 646.27 500.77 Fixation 3207004859
16 13 646.09 500.79 Fixation 3207022383
17 14 646.79 502.18 Fixation 3207038452
17 14 644.98 501.52 Fixation 3207054590
18 15 644.05 502.41 Fixation 3207071248
18 15 644.15 500.75 Fixation 3207087779
19 16 642.27 499.73 Fixation 3207104366
19 16 642.11 498.08 Fixation 3207121019
20 17 640.18 496.91 Saccade 3207137650
20 17 617.34 498.21 Saccade 3207154325
21 18 559.17 498.19 Saccade 3207170833
21 18 553.40 500.01 Saccade 3207187250
22 18 553.82 506.75 Fixation 3207203996
22 18 554.48 509.83 Fixation 3207220734
23 19 556.57 513.46 Fixation 3207237280
23 19 557.49 515.75 Fixation 3207253814
24 20 561.28 518.23 Fixation 3207270488
24 20 562.31 518.02 Fixation 3207286921
25 21 565.25 516.87 Fixation 3207303593
25 21 568.43 513.21 Fixation 3207320286
26 22 569.40 507.34 Fixation 3207336773
26 22 571.46 499.38 Fixation 3207353477
26 22 572.59 490.98 Fixation 3207370071
27 23 574.57 483.14 Fixation 3207386381
28 23 576.39 478.40 Fixation 3207402997
28 23 577.92 472.09 Fixation 3207419828
29 24 580.19 469.42 Fixation 3207436390
29 24 580.13 467.28 Fixation 3207452946
30 25 580.95 465.53 Fixation 3207469764
30 25 581.33 467.77 Fixation 3207486102
31 26 580.88 470.68 Fixation 3207502733
31 26 578.92 474.27 Fixation 3207519283
31 26 577.37 475.24 Fixation 3207536146
32 27 575.07 478.19 Fixation 3207552522
33 28 572.22 478.88 Fixation 3207569106
33 28 569.89 480.23 Fixation 3207585631
34 28 565.85 479.86 Fixation 3207602227
34 28 564.42 478.86 Fixation 3207618865
35 29 561.89 479.18 Fixation 3207635614
35 29 561.21 479.18 Fixation 3207652294
36 30 558.84 476.33 Fixation 3207668716
36 30 557.83 476.92 Fixation 3207685153
37 31 557.78 483.53 Blink 3207701866
37 31 813.02 1331.53 Blink 3207718526
38 32 NaN NaN Blink 3207735140
38 32 -435.10 2838.40 Blink 3207751585
39 33 573.55 -109.83 Blink 3207768339
39 33 3233.98 -8124.98 Blink 3207784744
40 33 NaN NaN Blink 3207801468
40 33 495.39 655.17 Blink 3207819047
41 34 1629.28 496.53 Blink 3207834598
41 34 575.69 518.91 Blink 3207851230
41 34 565.83 494.77 Blink 3207867811
42 35 569.59 486.43 Blink 3207884448
43 36 568.39 472.15 Blink 3207901050
43 36 565.72 470.29 Blink 3207917653
43 36 563.66 473.82 Fixation 3207934352
44 37 562.05 477.10 Fixation 3207950740
45 38 560.22 476.40 Fixation 3207967320
45 38 558.22 478.65 Fixation 3207983930
46 38 556.22 481.05 Fixation 3208000574
46 38 554.71 483.63 Fixation 3208017198
47 39 552.63 484.41 Fixation 3208033848
47 39 550.92 487.14 Fixation 3208050314
48 40 549.42 487.16 Fixation 3208067104
48 40 547.79 487.34 Fixation 3208083527
49 41 545.30 486.61 Fixation 3208100191
49 41 543.67 486.30 Fixation 3208116742
50 42 543.35 485.38 Fixation 3208133504
50 42 542.28 483.23 Fixation 3208149962
51 43 541.90 482.15 Fixation 3208166480
51 43 540.22 479.03 Fixation 3208183080
52 43 540.92 479.43 Fixation 3208199798
52 43 540.61 479.46 Fixation 3208216375
53 44 540.82 479.59 Fixation 3208233019
53 44 539.46 478.94 Saccade 3208249453
54 45 531.08 478.20 Saccade 3208266131
54 45 512.25 471.14 Saccade 3208282752
55 46 505.49 466.19 Saccade 3208299311
55 46 504.73 465.40 Fixation 3208315998
55 46 504.98 464.50 Fixation 3208332559
55 46 504.14 464.81 Fixation 3208349088
55 46 503.73 465.25 Fixation 3208365732
56 47 502.76 464.95 Fixation 3208382149
57 48 501.47 469.70 Fixation 3208398823
57 48 500.92 467.10 Fixation 3208415533
58 48 499.56 469.74 Fixation 3208432221
58 48 498.21 469.92 Fixation 3208448683
59 49 496.71 472.32 Fixation 3208465218
59 49 495.70 471.21 Fixation 3208481777
60 50 495.76 470.95 Fixation 3208498441
60 50 496.04 471.21 Fixation 3208515063
60 50 495.74 470.84 Fixation 3208531719
61 51 496.19 470.46 Fixation 3208548386
62 52 496.68 469.81 Fixation 3208564868
62 52 497.59 486.73 Fixation 3208581497
63 53 497.77 469.13 Fixation 3208597929
63 53 498.17 469.44 Fixation 3208614555
64 53 499.36 467.60 Blink 3208631176
64 53 503.08 484.95 Blink 3208647841
65 54 508.00 461.81 Blink 3208664446
65 54 2835.40 23898.87 Blink 3208680944
66 55 NaN NaN Blink 3208697548
66 55 548.20 596.99 Blink 3208714180
66 55 666.00 582.83 Blink 3208730933
67 56 538.98 542.66 Blink 3208747396
68 57 536.25 499.23 Blink 3208764260
68 57 537.72 479.38 Blink 3208780582
69 57 540.84 468.71 Blink 3208797271
69 57 538.53 463.18 Blink 3208813695
70 58 537.11 463.89 Fixation 3208830500
70 58 535.62 462.99 Fixation 3208846888
70 58 533.91 463.18 Fixation 3208863584
71 59 533.36 462.25 Fixation 3208880176
72 60 531.15 463.15 Fixation 3208896856
72 60 528.37 462.03 Fixation 3208913439
72 60 526.07 462.81 Fixation 3208930010
73 61 523.52 463.32 Fixation 3208946463
74 62 520.81 461.96 Fixation 3208963208
74 62 517.50 460.74 Fixation 3208979631
75 63 516.58 461.46 Fixation 3208996449
75 63 516.02 462.01 Fixation 3209012961
76 63 515.15 461.91 Fixation 3209029503
76 63 514.44 460.79 Fixation 3209046094
77 64 513.22 461.12 Fixation 3209062743
77 64 512.91 460.89 Fixation 3209079297
78 65 511.60 459.05 Fixation 3209095835
