frame_etg frame_gar X Y event_type code
0 0 474.27 484.68 Fixation 2072804846
0 0 474.59 483.98 Fixation 2072821495
1 1 477.30 481.18 Fixation 2072838182
1 1 477.00 482.37 Fixation 2072854631
2 2 477.40 482.71 Saccade 2072871317
2 2 480.94 481.31 Saccade 2072887865
2 2 480.99 478.20 Fixation 2072904483
3 3 480.98 479.54 Fixation 2072921006
4 3 479.85 479.75 Fixation 2072937627
4 3 478.36 481.08 Fixation 2072954173
5 4 477.27 482.06 Fixation 2072970914
5 4 476.77 480.92 Fixation 2072987392
6 5 475.38 482.20 Fixation 2073004010
6 5 474.66 481.78 Fixation 2073020722
7 6 474.05 481.44 Fixation 2073037270
7 6 477.57 483.60 Fixation 2073053614
8 7 477.77 483.15 Fixation 2073070493
8 7 477.25 482.73 Fixation 2073086996
8 7 482.53 482.91 Fixation 2073103646
9 8 483.46 483.79 Fixation 2073120256
10 8 485.19 484.96 Fixation 2073136768
10 8 485.31 484.16 Fixation 2073153298
11 9 486.04 483.74 Fixation 2073169979
11 9 486.71 482.93 Saccade 2073186597
12 10 505.49 495.24 Saccade 2073203120
12 10 519.80 503.53 Saccade 2073219742
12 10 519.88 504.20 Fixation 2073236391
13 11 522.78 502.81 Fixation 2073252919
14 12 522.21 501.69 Fixation 2073269482
14 12 524.80 502.82 Fixation 2073286112
14 12 527.80 501.19 Fixation 2073302791
15 13 528.95 501.80 Fixation 2073319392
16 13 529.76 500.93 Fixation 2073335887
16 13 529.14 503.40 Fixation 2073352472
17 14 529.96 504.13 Fixation 2073369114
17 14 529.44 507.52 Fixation 2073385763
18 15 529.16 507.55 Fixation 2073402404
18 15 527.58 507.80 Fixation 2073418904
19 16 525.04 505.75 Fixation 2073435524
19 16 524.98 504.85 Fixation 2073451980
20 17 522.54 503.91 Fixation 2073468765
20 17 526.13 504.97 Fixation 2073485171
20 17 526.84 505.15 Fixation 2073501983
21 18 526.54 502.49 Fixation 2073518508
22 18 526.88 503.40 Fixation 2073535150
22 18 527.82 503.96 Fixation 2073551511
23 19 528.83 504.62 Fixation 2073568202
23 19 528.01 504.26 Fixation 2073584895
24 20 530.73 504.60 Fixation 2073601543
24 20 533.52 501.09 Fixation 2073618117
25 21 531.70 501.76 Saccade 2073634616
25 21 513.81 490.02 Saccade 2073651173
26 22 490.58 479.60 Saccade 2073667836
26 22 485.64 474.69 Saccade 2073684513
26 22 488.67 475.60 Fixation 2073700979
27 23 488.41 471.25 Fixation 2073717604
27 23 489.26 472.20 Fixation 2073734267
28 23 489.06 471.77 Fixation 2073750730
29 24 487.76 472.17 Fixation 2073767422
29 24 491.70 470.03 Fixation 2073783977
30 25 494.92 472.35 Fixation 2073800608
30 25 494.09 469.81 Fixation 2073817198
31 26 498.67 474.83 Fixation 2073833754
31 26 501.77 475.03 Fixation 2073850304
32 27 499.73 475.73 Fixation 2073866996
32 27 497.35 475.96 Fixation 2073883550
32 27 499.39 477.84 Fixation 2073900234
