frame_etg frame_gar X Y event_type code
0 0 578.69 430.98 Fixation 576186501
0 0 579.99 432.39 Fixation 576203261
1 1 580.77 433.56 Fixation 576219841
1 1 582.36 434.01 Fixation 576236346
2 2 583.62 431.68 Fixation 576252908
2 2 587.63 432.58 Fixation 576269448
3 3 589.77 432.77 Fixation 576286155
3 3 593.25 430.99 Fixation 576302730
3 3 596.12 429.33 Fixation 576319295
4 3 597.40 428.23 Fixation 576335974
5 4 599.22 429.42 Fixation 576352545
5 4 599.99 428.64 Fixation 576369167
6 5 600.50 426.52 Fixation 576385699
6 5 600.07 425.60 Fixation 576402397
7 6 599.95 425.98 Fixation 576418977
7 6 598.15 424.31 Fixation 576435544
8 7 595.06 419.81 Fixation 576452092
8 7 595.49 418.63 Fixation 576468585
9 8 595.08 418.30 Fixation 576485313
9 8 593.38 416.23 Fixation 576501871
10 8 592.79 414.52 Fixation 576518543
10 8 593.63 412.55 Fixation 576535082
11 9 594.58 409.41 Fixation 576551677
11 9 596.42 405.34 Fixation 576568229
12 10 593.98 403.99 Saccade 576584922
12 10 514.70 424.88 Saccade 576601405
13 11 414.30 451.06 Saccade 576617975
13 11 313.83 476.83 Saccade 576634592
14 12 208.12 507.54 Saccade 576651252
14 12 100.86 538.92 Saccade 576667768
15 13 -13.66 577.70 Saccade 576684385
15 13 -120.30 618.87 Saccade 576701083
16 13 -192.65 648.90 Saccade 576717680
16 13 -164.35 639.97 Saccade 576734150
17 14 -133.25 565.01 Saccade 576750798
17 14 -102.23 557.08 Saccade 576767363
18 15 -40.50 603.21 Saccade 576784067
18 15 -12.85 594.28 Saccade 576800622
19 16 4.27 589.24 Saccade 576817165
19 16 23.14 579.71 Saccade 576833999
20 17 36.76 573.44 Fixation 576850288
20 17 46.36 567.73 Fixation 576866839
21 18 49.45 564.84 Fixation 576883543
21 18 50.78 564.66 Fixation 576900205
22 18 50.85 564.99 Fixation 576916850
22 18 41.58 570.96 Fixation 576933423
23 19 30.58 577.42 Fixation 576950030
23 19 17.48 580.52 Fixation 576966475
24 20 3.36 582.98 Fixation 576983097
24 20 -13.20 592.74 Saccade 576999801
25 21 25.57 583.08 Saccade 577016417
25 21 179.95 537.12 Saccade 577032922
26 22 254.34 483.48 Saccade 577049575
26 22 432.38 469.36 Saccade 577066042
27 23 537.65 446.41 Saccade 577082818
27 23 626.33 433.41 Saccade 577099289
28 23 706.08 426.84 Saccade 577115913
28 23 753.98 422.90 Saccade 577132547
29 24 754.27 421.46 Fixation 577149147
29 24 743.72 422.15 Fixation 577165586
30 25 728.78 421.18 Fixation 577182289
30 25 713.37 421.75 Fixation 577198880
31 26 701.04 421.49 Fixation 577215501
31 26 687.68 420.32 Fixation 577232044
32 27 676.85 421.95 Fixation 577248663
32 27 664.05 421.53 Fixation 577265143
33 28 652.40 421.95 Fixation 577281919
33 28 644.35 423.08 Saccade 577298537
33 28 623.76 425.89 Saccade 577315047
34 28 581.83 429.58 Saccade 577331611
35 29 575.49 430.13 Saccade 577348249
35 29 570.47 431.47 Saccade 577364742
36 30 565.98 432.42 Saccade 577381466
36 30 561.79 436.23 Saccade 577398053
37 31 558.73 438.04 Saccade 577414680
37 31 556.01 439.16 Saccade 577431297
38 32 551.43 442.22 Saccade 577447900
38 32 550.46 443.61 Fixation 577464290
39 33 549.38 443.58 Fixation 577481056
39 33 548.79 444.74 Fixation 577497665
40 33 548.66 445.96 Fixation 577514231
40 33 548.10 443.78 Fixation 577530782
41 34 547.47 441.56 Fixation 577547398
41 34 546.82 438.91 Fixation 577564047
42 35 551.51 434.82 Fixation 577580652
42 35 613.60 632.23 Fixation 577597143
43 36 574.59 421.42 Fixation 577613807
43 36 572.27 425.66 Fixation 577630406
44 37 563.78 412.75 Fixation 577647037
44 37 531.78 418.97 Fixation 577663469
45 38 535.64 413.08 Fixation 577680240
45 38 534.24 414.21 Fixation 577696890
46 38 534.75 416.23 Fixation 577713462
46 38 534.29 417.66 Fixation 577729856
47 39 533.39 418.39 Fixation 577746535
47 39 533.19 420.26 Fixation 577763078
48 40 531.50 423.06 Fixation 577779768
48 40 532.14 423.58 Fixation 577796448
48 40 532.22 423.65 Fixation 577812928
49 41 532.06 424.10 Fixation 577829502
50 42 531.67 423.80 Fixation 577846877
50 42 531.72 423.44 Fixation 577862661
51 43 530.69 425.03 Fixation 577879220
51 43 532.36 424.55 Fixation 577895938
52 43 532.10 425.21 Fixation 577912516
52 43 531.82 426.99 Fixation 577929145
53 44 532.23 426.21 Fixation 577945786
53 44 532.67 426.33 Fixation 577962280
