frame_etg frame_gar X Y event_type code
0 0 782.82 360.42 Saccade 3249050685
1 1 782.3475 361.695 Fixation 3249083767
1 1 782.5425 362.01 Fixation 3249116811
2 2 783.87 360.4125 Fixation 3249149996
3 3 784.005 359.61 Fixation 3249183175
5 4 783.7125 359.73 Fixation 3249216126
6 5 785.6025 360.3075 Fixation 3249249320
7 6 787.7325 361.035 Fixation 3249282385
7 6 788.9625 361.755 Fixation 3249315409
9 8 791.97 360.33 Fixation 3249348641
10 8 793.9575 359.4375 Fixation 3249381628
11 9 795.315 360.345 Fixation 3249414849
11 9 799.425 360 Fixation 3249448051
13 11 801.2475 360.8925 Fixation 3249481279
14 12 802.0575 359.7975 Fixation 3249514365
15 13 803.73 359.085 Fixation 3249547251
15 13 804.69 358.5825 Fixation 3249580448
16 13 806.1225 357.5925 Fixation 3249613522
18 15 808.965 355.77 Fixation 3249646696
19 16 811.1025 354.885 Fixation 3249679722
20 17 810.9375 355.725 Fixation 3249712913
20 17 813.405 354.8025 Blink 3249745992
22 18 815.3775 352.875 Blink 3249779082
22 18 814.11 355.14 Blink 3249812092
23 19 649.02 522.1125 Blink 3249845411
24 20 NaN NaN Blink 3249878323
26 22 402.855 271.7625 Blink 3249912094
26 22 427.7475 365.88 Blink 3249944575
27 23 427.725 366.7275 Blink 3249977785
28 23 428.13 365.2875 Blink 3250010717
28 23 428.295 363.5625 Fixation 3250044107
30 25 427.605 363.06 Fixation 3250076981
31 26 427.32 362.295 Fixation 3250110056
32 27 427.5 361.8675 Fixation 3250143276
33 28 427.2675 361.29 Fixation 3250176345
33 28 427.2975 361.7175 Fixation 3250209326
35 29 427.6875 362.385 Fixation 3250242443
36 30 427.29 361.6275 Fixation 3250275612
37 31 426.795 361.26 Fixation 3250308787
39 33 426.9825 362.4375 Fixation 3250341858
40 33 426.2475 362.0925 Fixation 3250374974
40 33 425.88 361.3425 Fixation 3250408122
41 34 426.1575 361.62 Fixation 3250441284
43 36 427.4925 361.6425 Fixation 3250474184
44 37 427.845 360.2775 Fixation 3250507341
45 38 427.83 359.5125 Fixation 3250540570
45 38 427.4775 360.3 Fixation 3250573638
46 38 426.675 358.9875 Fixation 3250606797
48 40 428.0625 359.01 Fixation 3250640302
49 41 427.8825 358.8825 Fixation 3250672974
49 41 428.9925 357.045 Fixation 3250706010
50 42 430.6725 356.2125 Saccade 3250739271
52 43 433.2975 362.6925 Saccade 3250772228
52 43 434.1075 364.53 Fixation 3250805413
53 44 433.215 367.1025 Fixation 3250838784
53 44 430.005 365.7525 Fixation 3250871617
54 45 427.1025 363.525 Saccade 3250904789
56 47 425.4375 356.595 Saccade 3250937925
57 48 427.6275 354.2925 Saccade 3250970894
57 48 430.5 353.0025 Fixation 3251003982
58 48 433.2375 352.3575 Fixation 3251037452
60 50 433.2075 352.2525 Fixation 3251070267
61 51 433.9125 352.5675 Fixation 3251103390
62 52 435.315 352.7475 Fixation 3251136499
63 53 435.1875 352.2525 Fixation 3251169533
63 53 436.035 351.87 Fixation 3251202579
65 54 436.1325 351.36 Fixation 3251235980
66 55 436.9275 351.66 Fixation 3251268874
67 56 436.8825 350.655 Fixation 3251302119
67 56 436.2525 350.235 Fixation 3251335162
69 57 436.5075 350.385 Fixation 3251368350
70 58 436.9725 351.1275 Fixation 3251401260
71 59 434.82 352.44 Fixation 3251434451
73 61 434.6625 352.215 Fixation 3251467491
73 61 435.105 351.705 Fixation 3251500613
74 62 435.21 351.645 Fixation 3251533708
75 63 435.0525 351.75 Fixation 3251566916
76 63 435.5175 352.305 Fixation 3251599922
78 65 434.565 351.9525 Fixation 3251633202
78 65 435.0825 351.63 Fixation 3251666083
79 66 434.4225 351.72 Fixation 3251699166
80 67 435.045 352.11 Fixation 3251732332
82 68 435.57 352.0575 Fixation 3251765489
82 68 435 352.8375 Fixation 3251798572
82 68 434.9475 353.4525 Fixation 3251831736
83 69 434.8575 353.6625 Fixation 3251864883
84 70 434.31 353.7075 Fixation 3251897782
86 72 434.715 354.315 Fixation 3251931006
86 72 434.415 354.315 Fixation 3251964167
87 73 434.1525 354.7125 Fixation 3251997240
88 73 434.445 354.1425 Fixation 3252030379
90 75 434.6775 354.3075 Fixation 3252063465
90 75 434.34 354.3825 Fixation 3252096670
91 76 433.8675 354.615 Fixation 3252129552
92 77 433.725 354.24 Fixation 3252162856
93 78 433.695 353.7825 Fixation 3252195851
93 78 434.9775 353.82 Fixation 3252228997
95 79 435.15 353.37 Fixation 3252262111
96 80 435.57 353.0175 Fixation 3252295292
97 81 435.615 352.8975 Fixation 3252328259
99 83 434.94 352.7475 Fixation 3252361427
100 83 434.7825 353.1825 Fixation 3252394580
100 83 433.9275 353.4975 Fixation 3252427552
101 84 433.8675 353.67 Fixation 3252460943
101 84 434.58 353.49 Fixation 3252493900
103 86 435.5025 352.74 Fixation 3252526935
104 87 435.27 352.7175 Fixation 3252560200
105 88 435.09 352.665 Fixation 3252593229
106 88 435.075 353.13 Fixation 3252626136
108 90 434.4225 353.76 Fixation 3252659534
108 90 434.8875 353.6775 Fixation 3252692474
109 91 435.4275 354.42 Fixation 3252725611
110 92 435.42 354.87 Fixation 3252758908
112 93 435.5325 355.1325 Fixation 3252791894
113 94 435.0975 355.5675 Fixation 3252824877
114 95 435.33 355.5375 Fixation 3252858220
114 95 435.3525 353.7975 Fixation 3252891116
116 97 435.705 353.6025 Fixation 3252924290
117 98 436.2825 354.72 Fixation 3252957614
118 98 436.4625 354.87 Fixation 3252990488
118 98 436.26 355.455 Fixation 3253023523
120 100 436.8825 357.1275 Fixation 3253056567
121 101 436.98 356.655 Fixation 3253089743
121 101 436.215 357.5175 Fixation 3253122802
122 102 435.7875 356.4225 Fixation 3253156092
123 102 436.095 356.79 Fixation 3253189099
125 104 435.03 355.1175 Fixation 3253222198
126 105 434.9925 355.155 Fixation 3253255383
127 106 435.195 355.35 Fixation 3253288358
127 106 434.4225 355.77 Fixation 3253321386
129 108 434.7675 355.9425 Fixation 3253354586
130 108 434.265 355.4625 Fixation 3253387587
131 109 434.0625 357.7425 Fixation 3253420815
133 111 433.9125 357.975 Fixation 3253453929
133 111 434.4825 357.7875 Fixation 3253486941
134 112 433.7475 358.005 Fixation 3253519993
135 113 434.7975 358.77 Fixation 3253553108
136 113 434.43 360.0075 Fixation 3253586212
138 115 434.655 359.58 Fixation 3253619330
138 115 433.8675 359.9475 Fixation 3253652556
139 116 434.4675 360.1875 Fixation 3253685732
140 117 434.2275 360.3 Fixation 3253718821
140 117 435.3 358.4025 Fixation 3253751861
142 118 434.7225 358.755 Fixation 3253785001
142 118 434.34 359.07 Fixation 3253818034
143 119 435.285 359.85 Fixation 3253851263
144 120 438.225 359.895 Fixation 3253884364
146 122 440.6775 360.945 Saccade 3253917459
