frame_etg frame_gar X Y event_type code
0 0 435.35 390.54 Blink 478691505
0 0 438.79 386.01 Fixation 478708183
1 1 442.05 380.41 Fixation 478724493
2 2 438.58 417.02 Fixation 478741088
2 2 439.94 398.72 Fixation 478757811
3 3 439.94 400.02 Fixation 478774335
3 3 438.09 402.81 Fixation 478790908
4 3 437.64 397.14 Saccade 478807530
4 3 435.65 394.15 Saccade 478824165
5 4 438.01 391.02 Saccade 478840639
5 4 434.79 395.05 Saccade 478857164
5 4 443.98 401.20 Saccade 478873924
6 5 448.07 375.12 Saccade 478890563
7 6 434.64 371.97 Saccade 478907031
7 6 445.15 362.66 Saccade 478923710
8 7 439.90 364.05 Saccade 478940200
8 7 445.42 365.75 Saccade 478956878
9 8 447.98 369.41 Saccade 478973710
9 8 450.14 366.45 Saccade 478990214
9 8 451.18 378.68 Fixation 479006782
10 8 453.00 363.10 Fixation 479023448
11 9 451.77 364.39 Fixation 479039807
11 9 452.45 352.45 Fixation 479056326
11 9 457.46 365.16 Fixation 479073064
12 10 455.16 363.60 Saccade 479089700
13 11 452.66 374.49 Saccade 479106278
13 11 451.38 369.41 Saccade 479122834
14 12 458.63 364.95 Saccade 479139313
14 12 459.81 334.24 Saccade 479155945
15 13 464.37 331.82 Saccade 479172694
15 13 467.64 330.11 Saccade 479189417
16 13 467.33 325.25 Saccade 479205823
16 13 465.64 322.28 Saccade 479222482
17 14 464.94 307.72 Saccade 479238980
17 14 468.72 309.60 Saccade 479255548
17 14 469.71 305.39 Saccade 479272224
18 15 464.65 307.72 Saccade 479288919
19 16 460.38 284.95 Saccade 479305465
19 16 462.36 281.36 Saccade 479322032
20 17 465.98 290.90 Saccade 479338482
20 17 473.02 295.27 Saccade 479355147
21 18 470.82 295.58 Saccade 479371679
21 18 471.80 287.41 Saccade 479388352
21 18 473.08 295.87 Saccade 479404848
22 18 472.85 302.93 Saccade 479421382
23 19 476.56 300.20 Saccade 479438024
23 19 477.53 309.05 Saccade 479454677
23 19 477.22 315.88 Saccade 479471465
24 20 476.84 318.55 Saccade 479487954
24 20 476.58 323.14 Saccade 479504383
25 21 476.41 321.68 Saccade 479521045
26 22 472.24 325.55 Saccade 479537675
26 22 471.99 327.73 Saccade 479554198
27 23 470.18 331.93 Saccade 479570826
27 23 469.12 342.87 Saccade 479587640
27 23 469.40 338.36 Saccade 479604061
28 23 468.82 343.38 Saccade 479620539
28 23 466.72 347.21 Saccade 479637164
29 24 468.37 353.15 Saccade 479653826
29 24 464.19 363.25 Saccade 479670461
30 25 462.47 365.67 Fixation 479687135
30 25 460.94 366.70 Fixation 479703536
31 26 460.55 367.03 Fixation 479720171
32 27 455.81 378.14 Fixation 479736784
32 27 454.19 375.43 Fixation 479753431
32 27 453.43 375.96 Fixation 479769934
33 28 453.04 375.98 Fixation 479786668
34 28 451.33 373.55 Saccade 479803397
34 28 448.45 375.15 Saccade 479819890
34 28 448.05 370.00 Saccade 479836328
35 29 446.91 368.10 Saccade 479852957
35 29 450.48 375.43 Saccade 479870044
36 30 481.67 386.77 Saccade 479886346
36 30 491.07 382.06 Saccade 479902798
37 31 493.46 377.78 Saccade 479919472
38 32 494.24 379.33 Saccade 479935926
38 32 496.07 374.92 Saccade 479952626
38 32 497.38 369.77 Fixation 479969505
39 33 499.34 366.52 Fixation 479986009
39 33 498.32 366.66 Fixation 480002475
40 33 497.65 373.72 Fixation 480019183
40 33 499.53 368.30 Fixation 480035570
41 34 498.96 369.54 Fixation 480052115
41 34 497.27 368.58 Fixation 480069112
42 35 496.48 376.17 Fixation 480085435
42 35 496.99 372.23 Fixation 480102040
43 36 495.11 368.33 Fixation 480118586
44 37 491.14 368.94 Fixation 480135101
44 37 491.34 381.62 Fixation 480151687
44 37 491.75 368.76 Fixation 480168414
45 38 489.63 371.53 Fixation 480184950
45 38 484.89 368.13 Fixation 480201721
46 38 485.36 365.64 Saccade 480218156
46 38 484.93 358.86 Saccade 480234728
47 39 484.81 348.41 Saccade 480251358
47 39 485.06 345.95 Fixation 480268056
48 40 483.37 360.98 Fixation 480284878
48 40 484.07 346.09 Fixation 480301232
49 41 479.53 341.30 Fixation 480317829
50 42 484.10 343.09 Saccade 480334278
50 42 482.65 346.31 Saccade 480350930
50 42 483.76 342.13 Saccade 480367674
51 43 484.58 348.87 Saccade 480384355
51 43 476.80 334.17 Saccade 480400721
52 43 472.04 340.25 Fixation 480417326
52 43 479.15 334.21 Fixation 480433896
53 44 476.71 338.84 Fixation 480450562
53 44 477.68 344.72 Fixation 480467658
54 45 478.35 345.11 Fixation 480483661
54 45 477.32 344.77 Fixation 480500278
55 46 476.67 345.39 Saccade 480516992
55 46 473.79 347.89 Saccade 480533454
56 47 472.37 347.91 Saccade 480550026
57 48 467.94 356.40 Saccade 480566686
57 48 463.16 373.43 Saccade 480583202
57 48 460.07 365.13 Fixation 480599904
58 48 454.95 364.51 Fixation 480616521
58 48 451.99 364.08 Fixation 480633010
59 49 444.26 382.65 Fixation 480649644
59 49 445.72 369.41 Fixation 480666291
60 50 445.11 368.09 Fixation 480682748
60 50 444.58 373.85 Fixation 480699434
61 51 445.05 379.55 Fixation 480715963
61 51 445.91 377.89 Fixation 480732644
62 52 449.41 383.58 Fixation 480749219
63 53 451.79 383.25 Fixation 480765766
63 53 455.99 383.55 Saccade 480782386
63 53 456.78 390.20 Saccade 480799209
64 53 459.89 397.32 Saccade 480815667
64 53 459.23 393.38 Saccade 480832243
65 54 459.49 417.38 Fixation 480848763
65 54 463.08 409.50 Fixation 480865383
66 55 466.63 413.61 Fixation 480882051
67 56 465.29 413.86 Fixation 480898521
67 56 465.93 417.22 Fixation 480915165
67 56 468.43 412.40 Fixation 480931727
68 57 469.95 405.80 Fixation 480948441
68 57 473.59 399.40 Fixation 480964889
69 57 474.12 405.03 Fixation 480981511
69 57 474.08 403.35 Saccade 480998183
70 58 478.91 381.44 Saccade 481014675
70 58 477.77 379.90 Saccade 481031374
71 59 478.98 368.38 Saccade 481047808
71 59 479.66 368.18 Fixation 481064846
72 60 480.44 361.64 Fixation 481081133
73 61 478.30 366.78 Fixation 481097717
73 61 478.07 363.04 Fixation 481114246
73 61 478.65 363.15 Fixation 481130919
74 62 464.12 363.54 Saccade 481147567
74 62 411.70 376.22 Saccade 481164069
75 63 430.64 320.57 Saccade 481180741
75 63 425.19 326.57 Fixation 481197311
76 63 440.39 344.79 Fixation 481213960
76 63 410.94 347.56 Fixation 481230543
77 64 412.72 348.32 Fixation 481247092
77 64 409.91 348.55 Fixation 481263578
78 65 415.30 331.90 Fixation 481280314
78 65 412.23 344.88 Fixation 481296925
79 66 410.30 348.94 Saccade 481313535
79 66 409.41 353.94 Saccade 481330059
80 67 410.22 358.13 Saccade 481346576
80 67 411.58 357.29 Saccade 481363403
81 68 412.55 355.98 Saccade 481379975
81 68 406.44 371.26 Saccade 481396432
82 68 411.96 359.09 Saccade 481413106
82 68 412.99 365.67 Saccade 481429580
83 69 408.19 382.75 Saccade 481446161
83 69 412.72 371.19 Fixation 481462830
84 70 417.20 371.87 Fixation 481479370
84 70 415.39 375.51 Fixation 481496061
84 70 415.80 383.16 Fixation 481512743
85 71 418.67 373.76 Fixation 481529200
86 72 416.46 382.16 Fixation 481545734
86 72 411.13 377.12 Fixation 481562444
87 73 410.74 375.38 Saccade 481579011
87 73 416.75 379.41 Saccade 481595569
88 73 448.48 410.40 Saccade 481612237
88 73 463.78 416.26 Saccade 481628707
89 74 463.48 415.62 Fixation 481645426
89 74 463.04 412.12 Fixation 481662050
90 75 463.01 412.67 Fixation 481678641
90 75 462.05 412.97 Fixation 481695160
91 76 464.86 416.15 Fixation 481711804
91 76 467.62 407.34 Fixation 481728292
92 77 470.08 399.19 Fixation 481744871
92 77 470.38 399.81 Fixation 481761519
93 78 472.97 407.17 Fixation 481778148
93 78 473.82 402.60 Fixation 481794825
94 78 473.73 395.49 Fixation 481811440
94 78 475.86 406.38 Fixation 481827827
95 79 476.58 418.31 Saccade 481844648
95 79 479.03 402.28 Saccade 481861220
96 80 481.77 407.09 Saccade 481877745
96 80 484.00 397.80 Saccade 481894249
97 81 481.73 401.96 Saccade 481910905
97 81 481.36 394.61 Saccade 481927480
98 82 496.45 418.20 Saccade 481944083
98 82 503.26 430.85 Saccade 481960742
99 83 505.66 405.83 Saccade 481977298
99 83 505.11 422.88 Saccade 481993937
100 83 506.15 419.40 Fixation 482010540
100 83 505.53 424.82 Fixation 482027084
101 84 506.21 418.24 Fixation 482043568
101 84 506.80 420.25 Fixation 482060341
102 85 505.04 423.96 Fixation 482076965
102 85 504.66 427.44 Fixation 482093520
103 86 503.56 431.05 Fixation 482110202
103 86 503.57 428.65 Fixation 482126613
104 87 502.47 433.60 Fixation 482143243
104 87 502.39 437.55 Fixation 482159980
105 88 500.97 434.22 Fixation 482176684
105 88 500.35 438.72 Fixation 482193178
106 88 497.24 446.03 Fixation 482209696
106 88 496.80 443.79 Fixation 482226228
107 89 496.56 441.61 Fixation 482242733
107 89 496.64 443.52 Fixation 482259373
108 90 495.43 444.44 Fixation 482276124
108 90 494.77 442.49 Fixation 482292788
109 91 495.68 444.66 Fixation 482309373
109 91 495.32 444.07 Fixation 482325889
110 92 494.32 446.54 Fixation 482342308
110 92 495.12 446.10 Fixation 482358960
111 93 495.73 446.84 Fixation 482375553
111 93 496.95 448.02 Fixation 482392206
112 93 498.38 444.87 Fixation 482408820
112 93 499.30 450.49 Fixation 482425396
113 94 500.74 449.32 Fixation 482442059
113 94 504.46 445.08 Fixation 482458519
114 95 505.23 451.61 Fixation 482475158
114 95 506.77 451.71 Fixation 482491825
114 95 509.00 452.12 Fixation 482508438
115 96 511.62 452.56 Fixation 482524806
116 97 516.39 446.24 Fixation 482541461
116 97 516.77 453.34 Fixation 482558104
117 98 519.59 452.99 Fixation 482574860
117 98 523.16 456.17 Saccade 482591446
118 98 477.51 414.38 Saccade 482607950
118 98 421.14 372.76 Saccade 482624576
119 99 415.85 362.55 Saccade 482641170
119 99 415.86 347.78 Saccade 482657644
120 100 419.70 371.68 Saccade 482674231
120 100 420.15 370.09 Saccade 482691057
121 101 423.49 368.15 Saccade 482707489
121 101 425.40 366.20 Saccade 482724203
122 102 427.27 361.39 Saccade 482740680
122 102 429.15 345.67 Fixation 482757222
123 102 430.37 343.82 Fixation 482773974
123 102 429.67 361.10 Fixation 482790812
124 103 434.11 346.72 Fixation 482807187
124 103 434.85 352.56 Fixation 482823688
125 104 434.96 356.49 Fixation 482840185
125 104 442.16 345.77 Fixation 482856832
125 104 442.37 353.95 Fixation 482873549
126 105 442.31 349.20 Saccade 482890119
127 106 441.68 359.08 Saccade 482906704
127 106 441.52 398.35 Fixation 482923393
128 107 442.57 360.79 Fixation 482939889
128 107 443.01 395.48 Fixation 482956390
129 108 439.70 367.43 Fixation 482973037
129 108 441.22 359.26 Fixation 482990046
129 108 440.56 367.66 Fixation 483006463
130 108 439.03 361.99 Fixation 483022805
131 109 439.22 355.21 Fixation 483039350
131 109 438.22 354.30 Fixation 483056076
132 110 437.67 353.88 Fixation 483072687
132 110 437.00 349.38 Fixation 483089331
133 111 438.17 347.88 Fixation 483106061
133 111 440.08 347.86 Fixation 483122419
134 112 439.45 348.51 Fixation 483139042
134 112 440.82 339.39 Fixation 483155508
135 113 442.27 331.09 Saccade 483172216
135 113 443.52 325.70 Saccade 483188980
136 113 442.97 321.20 Saccade 483205501
136 113 443.39 313.61 Saccade 483222005
137 114 443.96 310.23 Saccade 483238491
137 114 445.21 302.96 Saccade 483255224
138 115 447.19 302.90 Saccade 483272339
138 115 448.75 301.89 Saccade 483288511
139 116 450.85 294.02 Saccade 483304945
139 116 450.74 294.12 Saccade 483321499
140 117 464.03 313.61 Saccade 483338180
140 117 481.30 310.24 Saccade 483354631
141 118 481.70 311.50 Fixation 483371390
141 118 483.75 314.40 Fixation 483388359
142 118 483.87 315.15 Fixation 483404578
142 118 483.56 318.03 Fixation 483421185
143 119 481.96 311.51 Fixation 483437765
143 119 485.00 325.51 Fixation 483454163
144 120 484.77 338.52 Fixation 483470996
144 120 486.17 327.30 Fixation 483487587
144 120 484.84 334.40 Fixation 483504099
145 121 486.54 331.94 Fixation 483520722
146 122 487.23 335.10 Fixation 483537286
146 122 487.44 328.65 Fixation 483553905
147 123 485.80 328.26 Fixation 483570634
147 123 484.01 324.98 Fixation 483587179
148 123 484.55 317.10 Fixation 483603639
148 123 482.40 312.21 Fixation 483620305
149 124 475.05 307.36 Fixation 483636911
149 124 473.46 307.29 Fixation 483653600
150 125 473.77 307.68 Fixation 483670138
150 125 473.12 305.27 Fixation 483686773
151 126 472.02 314.19 Saccade 483703311
