000001	005	297			
000002	004	297			
000003	004	297			
000004	004	297			
000005	004	297	4.463651e+01	1.094989e+01	
000006	004	297			
000007	003	297			
000008	003	297			
000009	003	297			
000010	003	297			
000011	003	297			
000012	002	297			
000013	002	297			
000014	002	297			
000015	002	297			
000016	002	297			
000017	002	297			
000018	001	297			
000019	001	297			
000020	001	297			
000021	001	297			
000022	001	297			
000023	000	297			
000024	000	297			
000025	000	297			
000026	000	297			
000027	000	297			
000028	000	297			
000029	000	297			
000030	000	296	4.463651e+01	1.094989e+01	
000031	000	296			
000032	000	296			
000033	000	296			
000034	000	296			
000035	000	296			
000036	000	296			
000037	000	296			
000038	000	296			
000039	000	296			
000040	000	296			
000041	000	296			
000042	000	296			
000043	000	296			
000044	000	296			
000045	000	296			
000046	000	296			
000047	000	296			
000048	000	296			
000049	000	296			
000050	000	296			
000051	000	296			
000052	000	296			
000053	000	297			
000054	000	297			
000055	000	297	4.463651e+01	1.094987e+01	
000056	001	297			
000057	001	297			
000058	001	297			
000059	001	297			
000060	001	297			
000061	001	297			
000062	001	297			
000063	001	297			
000064	001	297			
000065	001	297			
000066	001	298			
000067	002	298			
000068	002	298			
000069	002	298			
000070	002	298			
000071	002	298			
000072	002	298			
000073	002	298			
000074	002	298			
000075	002	298			
000076	002	298			
000077	003	298			
000078	003	298			
000079	003	298			
000080	003	298	4.463652e+01	1.094984e+01	
000081	004	298			
000082	004	298			
000083	004	298			
000084	004	298			
000085	005	298			
000086	005	298			
000087	005	298			
000088	005	298			
000089	008	298			
000090	008	298			
000091	008	298			
000092	006	298			
000093	007	298			
000094	007	298			
000095	007	298			
000096	007	298			
000097	008	298			
000098	008	298			
000099	008	298			
000100	008	298			
000101	009	298			
000102	009	298			
000103	009	298			
000104	009	299			
000105	009	299	4.463654e+01	1.094980e+01	
000106	009	299			
000107	010	299			
000108	010	299			
000109	010	299			
000110	010	299			
000111	010	299			
000112	010	299			
000113	011	299			
000114	011	299			
000115	011	300			
000116	011	300			
000117	011	300			
000118	011	300			
000119	012	300			
000120	012	300			
000121	012	300			
000122	012	300			
000123	012	300			
000124	012	300			
000125	013	300			
000126	013	300			
000127	013	300			
000128	013	300			
000129	013	300			
000130	013	300	4.463656e+01	1.094976e+01	
000131	013	299			
000132	013	299			
000133	013	299			
000134	014	299			
000135	014	299			
000136	014	299			
000137	014	299			
000138	014	298			
000139	014	298			
000140	014	298			
000141	014	298			
000142	014	298			
000143	014	298			
000144	015	298			
000145	015	297			
000146	015	297			
000147	015	297			
000148	015	297			
000149	015	297			
000150	015	297			
000151	015	297			
000152	015	297			
000153	015	297			
000154	016	297			
000155	016	297	4.463658e+01	1.094971e+01	
000156	016	297			
000157	016	297			
000158	016	297			
000159	016	297			
000160	016	297			
000161	016	297			
000162	016	297			
000163	016	297			
000164	017	297			
000165	017	297			
000166	017	297			
000167	017	297			
000168	017	297			
000169	017	298			
000170	017	298			
000171	017	298			
000172	017	298			
000173	017	298			
000174	018	298			
000175	018	298			
000176	018	298			
000177	018	298			
000178	018	298			
000179	018	298			
000180	018	298	4.463660e+01	1.094964e+01	
000181	018	298			
000182	018	298			
000183	018	298			
000184	019	298			
000185	019	298			
000186	019	299			
000187	019	299			
000188	019	299			
000189	019	299			
000190	019	299			
000191	019	299			
000192	019	299			
000193	020	299			
000194	020	299			
000195	020	299			
000196	020	299			
000197	020	299			
000198	020	299			
000199	020	299			
000200	020	299			
000201	020	299			
000202	021	299			
000203	021	299			
000204	021	299			
000205	021	299	4.463663e+01	1.094957e+01	
000206	021	299			
000207	021	299			
000208	021	299			
000209	021	299			
000210	021	299			
000211	021	299			
000212	021	299			
000213	021	299			
000214	021	299			
000215	021	299			
000216	022	299			
000217	022	299			
000218	022	299			
000219	022	299			
000220	022	299			
000221	022	299			
000222	022	299			
000223	022	299			
000224	022	299			
000225	022	299			
000226	022	299			
000227	022	299			
000228	022	299			
000229	022	299			
000230	022	299	4.463666e+01	1.094950e+01	
000231	022	299			
000232	022	299			
000233	022	299			
000234	022	299			
000235	022	299			
000236	022	299			
000237	022	299			
