frame_etg frame_gar X Y event_type code
0 0 486.16 333.15 Fixation 594791328
1 1 486.76 331.24 Fixation 594807834
1 1 486.37 330.46 Fixation 594824289
2 2 486.61 329.67 Fixation 594840958
2 2 485.30 324.86 Fixation 594857844
3 3 486.98 325.46 Blink 594874219
3 3 488.39 324.27 Blink 594890848
3 3 449.23 318.47 Blink 594907303
4 3 NaN NaN Blink 594923938
5 4 -273.05 184.45 Blink 594940659
5 4 -637.24 -1.48 Blink 594957263
6 5 -110.05 305.28 Blink 594973789
6 5 18066.87 13569.71 Blink 594990349
7 6 -72.91 295.33 Blink 595006975
7 6 -56.22 336.88 Blink 595023717
8 7 -55.90 335.18 Blink 595040225
8 7 -39.77 328.96 Blink 595056817
9 8 NaN NaN Blink 595073431
9 8 -25.11 326.84 Blink 595090028
10 8 -19.16 324.77 Blink 595106446
10 8 -13.61 325.26 Blink 595123217
11 9 -9.54 325.25 Blink 595139788
11 9 -4.62 324.67 Blink 595156484
11 9 -2.04 328.07 Blink 595172855
12 10 2.83 327.24 Blink 595189589
13 11 6.23 327.13 Blink 595206333
13 11 -2.39 308.28 Blink 595222699
14 12 1.03 308.75 Blink 595239315
14 12 -306.74 453.26 Blink 595256013
15 13 15.06 332.54 Blink 595272559
15 13 8.40 313.99 Blink 595289198
16 13 46394.49 17816.65 Blink 595305904
16 13 21.99 335.57 Blink 595322367
17 14 140.36 328.19 Blink 595338859
17 14 274.26 340.84 Blink 595355513
17 14 375.05 352.27 Blink 595372189
18 15 436.71 357.65 Blink 595388729
18 15 499.51 364.18 Blink 595405329
19 16 515.83 363.48 Blink 595421932
19 16 515.55 362.18 Fixation 595438398
20 17 515.05 358.93 Fixation 595455097
21 18 514.95 359.01 Fixation 595471674
21 18 511.95 356.17 Fixation 595488327
22 18 511.69 354.07 Fixation 595504973
22 18 511.37 353.52 Fixation 595521389
23 19 511.22 351.76 Fixation 595538014
23 19 510.05 349.38 Fixation 595554699
23 19 509.53 346.56 Fixation 595571289
24 20 509.70 341.96 Fixation 595587953
25 21 509.28 340.91 Fixation 595604428
25 21 508.72 337.43 Fixation 595620974
26 22 509.60 335.47 Saccade 595637594
26 22 543.83 342.11 Saccade 595654235
27 23 598.11 352.35 Saccade 595670852
27 23 82.88 491.96 Saccade 595687428
28 23 478.45 595.35 Fixation 595704063
28 23 606.09 348.45 Fixation 595720582
29 24 607.54 346.91 Fixation 595737092
29 24 610.41 347.01 Fixation 595753900
29 24 613.51 346.22 Fixation 595770434
30 25 617.78 346.08 Fixation 595786890
31 26 619.61 345.70 Fixation 595803722
31 26 625.62 344.41 Fixation 595820112
31 26 629.61 343.90 Fixation 595836725
32 27 -848.34 -274.26 Fixation 595853445
33 28 643.34 344.93 Fixation 595870002
33 28 648.62 342.00 Fixation 595886625
33 28 657.10 341.11 Fixation 595903182
34 28 664.92 339.36 Fixation 595919851
35 29 672.91 336.75 Fixation 595936274
35 29 549.27 648.00 Saccade 595952901
35 29 566.92 344.87 Saccade 595969451
36 30 465.28 355.61 Saccade 595986219
37 31 370.03 371.03 Saccade 596002783
37 31 289.25 360.17 Saccade 596019553
37 31 237.47 380.05 Fixation 596035828
38 32 230.82 377.60 Fixation 596052445
39 33 234.84 374.31 Fixation 596069163
39 33 238.00 373.86 Fixation 596085892
40 33 239.08 373.37 Fixation 596102313
40 33 239.97 370.65 Fixation 596118838
41 34 243.19 371.34 Fixation 596135477
41 34 241.27 370.24 Fixation 596152095
41 34 239.14 369.20 Fixation 596168591
42 35 239.65 368.78 Fixation 596185289
42 35 239.82 368.17 Fixation 596201864
43 36 241.85 365.57 Saccade 596218401
43 36 202.52 371.20 Saccade 596234886
44 37 115.45 350.74 Saccade 596251534
44 37 76.16 378.27 Saccade 596268117
45 38 80.84 376.64 Saccade 596284732
46 38 77.25 369.63 Saccade 596301279
46 38 77.78 367.59 Fixation 596317979
46 38 78.08 365.96 Fixation 596334509
47 39 79.97 363.40 Fixation 596351144
47 39 82.56 360.95 Fixation 596367751
48 40 83.90 358.79 Fixation 596384261
48 40 299.42 628.28 Fixation 596400911
49 41 116.65 357.89 Fixation 596417523
49 41 100.81 355.24 Fixation 596434115
50 42 108.86 352.13 Fixation 596450683
50 42 109.10 333.75 Fixation 596467234
51 43 123.24 350.50 Blink 596483897
52 43 83.92 363.75 Blink 596500497
52 43 8.41 381.90 Blink 596517004
53 44 -75.09 411.34 Blink 596533645
53 44 -20.31 384.39 Blink 596550290
53 44 -15.21 379.57 Blink 596566831
54 45 -10.07 380.35 Blink 596583538
54 45 -5.48 378.97 Blink 596600176
55 46 39.24 374.84 Blink 596616837
56 47 -3.22 353.18 Blink 596633401
56 47 4.20 380.77 Blink 596650006
56 47 2009.57 210.59 Blink 596666383
57 48 -105.23 444.33 Blink 596683198
57 48 69.25 346.53 Blink 596699711
58 48 67.52 344.97 Blink 596716439
58 48 9.23 389.53 Blink 596732847
59 49 9.22 390.22 Blink 596749454
59 49 11.21 389.42 Blink 596766146
60 50 16.32 386.80 Blink 596782832
60 50 -183.99 506.01 Blink 596799416
61 51 -150.42 476.88 Blink 596815983
61 51 -19.66 392.67 Blink 596832470
62 52 -51.79 405.32 Blink 596849080
62 52 -215.19 426.51 Blink 596865901
63 53 -99.33 399.42 Blink 596882309
63 53 11.66 468.42 Blink 596898956
64 53 2950.14 -138.31 Blink 596915569
64 53 -198.88 414.17 Blink 596932116
65 54 -199.24 416.09 Blink 596948618
65 54 -3473.27 173.93 Blink 596965356
66 55 -134.26 403.55 Blink 596981911
66 55 -116.66 402.94 Blink 596998457
67 56 -104.30 399.08 Fixation 597015012
68 57 -97.96 373.94 Fixation 597031513
68 57 244.65 628.91 Fixation 597048185
68 57 -80.33 399.69 Fixation 597064961
69 57 -78.38 400.87 Fixation 597081592
69 57 -73.32 399.56 Fixation 597098073
70 58 -189.62 990.13 Blink 597114737
71 59 2745.69 -397.64 Blink 597131232
71 59 14.39 401.58 Blink 597147975
71 59 11.69 401.27 Blink 597164412
72 60 11.52 399.19 Blink 597181071
72 60 3.50 385.83 Blink 597197658
73 61 4.65 397.32 Blink 597214281
73 61 0.11 398.39 Blink 597230841
74 62 -4.88 398.43 Blink 597247350
74 62 -6.53 397.34 Blink 597264121
75 63 16.73 394.66 Blink 597280703
75 63 12.29 395.48 Blink 597297177
76 63 NaN NaN Blink 597313913
77 64 9.42 395.41 Blink 597330482
77 64 41.42 414.80 Blink 597347124
77 64 NaN NaN Blink 597363702
78 65 386.34 330.27 Blink 597380189
78 65 489.17 310.03 Blink 597396768
79 66 577.46 279.69 Blink 597413449
79 66 656.99 276.78 Blink 597430081
80 67 742.90 259.60 Blink 597446491
80 67 823.49 246.35 Blink 597463230
81 68 864.88 231.35 Blink 597479902
81 68 860.10 224.09 Fixation 597496306
82 68 855.59 215.05 Fixation 597512952
83 69 849.18 209.43 Fixation 597529416
83 69 844.82 202.85 Fixation 597546259
83 69 837.35 198.42 Fixation 597562746
84 70 832.48 193.59 Fixation 597579458
84 70 826.37 190.19 Fixation 597595937
85 71 817.58 191.53 Fixation 597612621
85 71 803.61 194.62 Fixation 597629129
86 72 795.15 194.43 Fixation 597645765
86 72 782.91 197.18 Fixation 597662367
87 73 775.29 199.46 Fixation 597678844
87 73 764.11 205.81 Fixation 597695409
88 73 754.39 207.05 Fixation 597712209
88 73 745.67 211.58 Fixation 597728580
89 74 736.24 214.29 Saccade 597745212
89 74 733.19 216.00 Saccade 597762119
90 75 702.70 219.08 Saccade 597778534
90 75 674.21 225.40 Saccade 597795113
91 76 666.58 225.08 Saccade 597811689
91 76 660.24 223.07 Fixation 597828202
92 77 655.88 220.05 Fixation 597844816
93 78 647.75 217.99 Fixation 597861444
93 78 641.27 218.57 Fixation 597878034
93 78 633.92 218.69 Fixation 597894580
94 78 626.28 221.07 Fixation 597911325
94 78 619.77 224.32 Fixation 597927830
95 79 612.10 226.41 Fixation 597944374
95 79 601.82 227.92 Fixation 597961046
96 80 595.73 230.82 Fixation 597977780
96 80 590.38 231.34 Fixation 597994218
97 81 583.70 232.72 Fixation 598010658
97 81 580.04 233.15 Fixation 598027273
98 82 580.46 232.31 Fixation 598043902
98 82 578.40 229.72 Fixation 598060639
99 83 575.50 228.48 Fixation 598077247
99 83 571.02 229.66 Fixation 598093916
100 83 567.18 228.93 Fixation 598110369
100 83 563.09 229.24 Fixation 598126962
101 84 557.87 229.22 Fixation 598143518
101 84 555.02 228.46 Fixation 598160194
102 85 551.05 228.84 Fixation 598176824
102 85 548.35 227.92 Fixation 598193428
103 86 544.52 228.96 Fixation 598210053
103 86 540.81 229.42 Fixation 598226574
104 87 535.84 230.96 Blink 598243071
104 87 528.84 235.61 Blink 598259839
105 88 981.43 593.67 Blink 598276453
105 88 908.95 322.84 Blink 598292977
106 88 543.88 814.78 Blink 598309476
106 88 -10987.90 901.03 Blink 598326229
107 89 615.24 217.67 Blink 598342741
107 89 613.03 225.99 Blink 598359194
108 90 613.69 220.92 Blink 598375818
108 90 613.17 222.34 Fixation 598392536
108 90 611.23 221.56 Fixation 598409222
109 91 610.38 221.10 Fixation 598425771
110 92 609.03 222.26 Fixation 598442401
110 92 607.94 224.18 Fixation 598458807
111 93 605.87 224.18 Fixation 598475587
111 93 602.94 226.86 Fixation 598492003
112 93 600.24 228.40 Fixation 598508691
112 93 597.20 227.93 Fixation 598525213
113 94 594.42 230.98 Fixation 598541929
113 94 591.63 233.10 Fixation 598558575
114 95 588.26 236.24 Fixation 598574996
114 95 585.35 239.91 Saccade 598591648
115 96 553.71 248.90 Saccade 598608329
115 96 492.42 262.45 Saccade 598624827
116 97 482.96 262.40 Saccade 598641483
116 97 477.81 262.30 Fixation 598658080
117 98 473.72 262.25 Fixation 598674714
117 98 473.30 261.94 Fixation 598691303
118 98 468.91 260.87 Fixation 598707781
118 98 467.75 261.11 Fixation 598724293
119 99 466.61 263.49 Fixation 598741078
119 99 461.68 263.30 Fixation 598757827
120 100 460.74 262.53 Fixation 598774204
120 100 459.99 264.45 Fixation 598790721
121 101 460.16 265.14 Saccade 598807486
121 101 455.20 267.01 Saccade 598823959
122 102 438.12 266.58 Saccade 598840620
122 102 436.35 268.70 Saccade 598857163
123 102 436.26 269.12 Fixation 598873931
123 102 434.16 269.20 Fixation 598890428
123 102 432.56 269.30 Fixation 598907084
124 103 430.73 272.39 Fixation 598923526
125 104 429.44 274.17 Fixation 598940241
125 104 429.23 278.68 Fixation 598956827
126 105 426.99 277.00 Fixation 598973377
126 105 426.59 277.75 Fixation 598990003
127 106 424.13 280.82 Fixation 599006656
127 106 422.87 281.87 Fixation 599023052
128 107 422.25 280.87 Fixation 599039733
128 107 420.18 282.14 Fixation 599056367
129 108 419.84 282.39 Fixation 599072946
129 108 418.37 279.42 Fixation 599089607
130 108 416.60 280.53 Fixation 599106233
130 108 414.35 277.87 Fixation 599122624
131 109 411.82 276.71 Fixation 599139209
131 109 407.99 276.41 Fixation 599155929
131 109 406.71 275.69 Fixation 599172440
132 110 404.68 275.21 Fixation 599189036
133 111 401.93 276.16 Fixation 599205900
133 111 400.45 274.66 Fixation 599222220
134 112 398.08 274.85 Fixation 599238984
134 112 399.17 273.87 Saccade 599255537
135 113 430.35 280.75 Saccade 599272215
135 113 439.37 281.26 Saccade 599288695
136 113 440.51 281.44 Saccade 599305226
136 113 439.83 280.57 Fixation 599321888
137 114 439.85 279.67 Fixation 599338474
137 114 438.73 279.99 Fixation 599354960
137 114 438.43 279.07 Fixation 599371690
138 115 437.71 279.61 Fixation 599388272
138 115 435.97 279.28 Fixation 599404964
139 116 434.41 278.57 Fixation 599421464
140 117 434.46 278.30 Fixation 599438079
140 117 433.80 277.41 Fixation 599454693
141 118 433.61 277.56 Fixation 599471393
141 118 433.09 275.46 Fixation 599487820
142 118 433.45 274.78 Fixation 599504450
142 118 433.90 274.78 Saccade 599520957
143 119 436.34 273.89 Saccade 599537614
143 119 475.57 268.41 Saccade 599554216
144 120 -181.40 348.29 Saccade 599570825
144 120 -1490.71 -179.72 Saccade 599587466
145 121 151.23 478.62 Saccade 599604092
145 121 498.63 260.99 Saccade 599620574
146 122 497.27 259.98 Saccade 599637114
146 122 494.73 260.60 Saccade 599653911
147 123 480.57 258.76 Saccade 599670392
147 123 477.11 260.75 Fixation 599687032
148 123 475.71 262.96 Fixation 599703610
148 123 -1306.29 -425.29 Fixation 599720268
149 124 474.04 264.24 Fixation 599736847
149 124 474.11 264.05 Fixation 599753483
150 125 474.06 264.70 Fixation 599769994
150 125 474.39 263.58 Fixation 599786535
151 126 475.41 261.25 Fixation 599803244
151 126 474.72 261.60 Fixation 599819750
152 127 474.41 259.42 Saccade 599836286
152 127 466.99 252.86 Saccade 599853035
153 127 468.48 248.86 Saccade 599869611
153 127 467.49 248.16 Saccade 599886227
153 127 466.57 244.09 Saccade 599902839
154 128 489.61 261.08 Saccade 599919284
155 129 489.08 261.21 Saccade 599935830
155 129 490.13 260.58 Saccade 599952513
