frame_etg frame_gar X Y event_type code
1 1 524.5725 295.7025 Saccade 4652170586
2 2 523.3575 291.84 Fixation 4652203745
2 2 522.6825 289.32 Fixation 4652236879
3 3 522.435 287.265 Saccade 4652269923
3 3 522.7725 293.91 Saccade 4652303031
6 5 523.4775 294.5025 Fixation 4652336237
6 5 520.6875 295.4175 Fixation 4652369220
7 6 520.5975 297.2325 Fixation 4652402341
8 7 521.8575 296.7075 Fixation 4652435468
9 8 521.91 297.3 Fixation 4652468560
11 9 520.155 295.3275 Fixation 4652501745
12 10 517.7325 296.805 Saccade 4652534802
12 10 528.2025 298.965 Saccade 4652567906
13 11 537.315 299.3175 Fixation 4652601051
14 12 537.1575 297.24 Fixation 4652634089
16 13 539.01 292.2075 Fixation 4652667215
17 14 543.48 284.8725 Fixation 4652700252
17 14 547.275 280.0425 Fixation 4652733607
18 15 550.335 274.395 Fixation 4652766609
19 16 550.7325 268.1475 Fixation 4652799767
21 18 550.4775 266.6475 Fixation 4652832915
22 18 547.6725 267.555 Fixation 4652865827
22 18 546.2025 269.2875 Fixation 4652898993
23 19 546.69 272.595 Fixation 4652932157
24 20 545.7 274.8375 Fixation 4652965259
26 22 545.46 274.785 Fixation 4652998322
26 22 545.0175 275.3625 Fixation 4653031580
27 23 544.8 275.9175 Fixation 4653064485
28 23 543.2325 275.1075 Fixation 4653097621
29 24 542.0325 275.1075 Fixation 4653130921
31 26 540.0675 277.05 Fixation 4653163845
31 26 539.2725 288.54 Saccade 4653196940
32 27 518.52 320.7 Saccade 4653230316
33 28 505.9125 321.8775 Saccade 4653263323
34 28 507.375 288.5175 Fixation 4653296155
36 30 506.55 289.11 Fixation 4653329347
36 30 505.47 283.6725 Fixation 4653362494
37 31 505.695 281.2125 Fixation 4653395675
38 32 505.7475 275.3025 Fixation 4653428694
39 33 505.875 272.475 Saccade 4653462081
41 34 491.4075 358.035 Saccade 4653494841
41 34 474.5325 632.4075 Saccade 4653527967
42 35 476.085 736.4175 Fixation 4653561291
43 36 480 741.5925 Fixation 4653594225
44 37 480.8925 748.1025 Fixation 4653627332
44 37 482.8575 752.01 Fixation 4653660546
46 38 482.625 753.33 Fixation 4653693563
47 39 496.14 755.76 Saccade 4653726756
48 40 519.3075 755.88 Saccade 4653759723
49 41 520.5375 749.0625 Fixation 4653792877
51 43 521.355 737.235 Fixation 4653825947
51 43 521.8875 729.3 Fixation 4653859248
52 43 523.785 723.9375 Saccade 4653892119
53 44 540.57 719.355 Saccade 4653925262
54 45 542.205 719.5725 Fixation 4653958605
56 47 542.055 717.195 Fixation 4653991402
56 47 544.05 719.0325 Saccade 4654024505
57 48 469.1475 743.175 Saccade 4654057705
58 48 406.6725 752.625 Fixation 4654090725
59 49 407.73 753.6525 Fixation 4654123890
59 49 407.955 749.5425 Fixation 4654156938
61 51 406.6875 745.26 Saccade 4654190067
62 52 374.46 755.3925 Saccade 4654223253
63 53 370.785 750.54 Fixation 4654256357
63 53 367.785 738.54 Fixation 4654289548
64 53 365.6325 726.2625 Fixation 4654322591
66 55 366.225 720.975 Fixation 4654355704
67 56 366.2175 721.35 Fixation 4654388846
68 57 366.705 726.0075 Blink 4654421909
69 57 365.6175 730.8975 Blink 4654455249
69 57 393.015 670.1475 Blink 4654488109
71 59 447.6675 523.92 Blink 4654521196
72 60 138.5175 835.53 Blink 4654554333
73 61 514.245 421.0125 Blink 4654587497
74 62 514.62 323.2725 Blink 4654620506
74 62 515.3625 325.11 Blink 4654653821
76 63 516.27 322.5 Blink 4654686683
77 64 516.54 322.365 Blink 4654719903
78 65 516.78 323.2725 Saccade 4654752947
78 65 520.755 337.995 Saccade 4654786105
79 66 514.6575 333.18 Fixation 4654819291
81 68 515.325 337.8525 Fixation 4654852307
82 68 517.425 340.4625 Fixation 4654885474
83 69 516.735 341.9025 Fixation 4654918555
84 70 514.875 337.065 Fixation 4654951627
84 70 515.5575 331.935 Fixation 4654984757
86 72 513.0675 329.7525 Fixation 4655017769
87 73 511.7325 327.09 Saccade 4655051052
88 73 483.9225 335.43 Saccade 4655084114
89 74 480.18 338.94 Fixation 4655117233
91 76 480.18 335.325 Fixation 4655150465
91 76 483.405 331.2825 Fixation 4655183430
92 77 486.225 320.04 Saccade 4655216443
93 78 501.285 311.6175 Saccade 4655249613
94 78 524.2875 304.905 Saccade 4655282835
94 78 525.75 300.21 Saccade 4655315870
96 80 528.135 293.82 Fixation 4655348990
97 81 528.9 290.4375 Fixation 4655382068
97 81 529.6425 287.6475 Fixation 4655415133
98 82 529.425 289.065 Fixation 4655448254
99 83 523.53 293.0025 Saccade 4655481387
101 84 511.47 302.0175 Saccade 4655514548
102 85 508.89 305.19 Saccade 4655547609
103 86 508.8825 308.3475 Fixation 4655580730
104 87 508.5075 307.5075 Fixation 4655613925
104 87 507.63 307.0125 Fixation 4655646866
106 88 509.4225 302.3925 Saccade 4655679976
107 89 508.5075 294.795 Saccade 4655713131
108 90 506.0475 292.8975 Fixation 4655746358
108 90 505.995 292.2825 Fixation 4655779356
109 91 506.2125 294.12 Fixation 4655812494
111 93 506.9925 296.91 Fixation 4655845594
112 93 507.255 301.7925 Saccade 4655878649
113 94 510.0075 306.18 Saccade 4655911856
114 95 567.6375 328.1925 Saccade 4655944898
116 97 569.805 326.85 Fixation 4655978002
116 97 571.9575 324.765 Fixation 4656011136
116 97 570.33 323.6025 Saccade 4656044217
117 98 567.8325 318.465 Saccade 4656077296
118 98 566.145 314.6175 Fixation 4656110295
119 99 562.9125 309.375 Fixation 4656143490
121 101 559.95 303.345 Fixation 4656176603
122 102 557.7975 300.6525 Fixation 4656209722
123 102 555.2625 298.2525 Fixation 4656242851
123 102 554.64 299.265 Fixation 4656275901
124 103 554.1825 300.18 Fixation 4656309086
126 105 554.13 305.1375 Saccade 4656342030
127 106 539.0175 339.945 Saccade 4656375337
128 107 535.245 348.9375 Fixation 4656408372
128 107 533.64 349.77 Fixation 4656441522
129 108 531.435 349.3575 Fixation 4656474627
131 109 530.9475 348.1275 Fixation 4656507754
132 110 529.2375 347.13 Blink 4656540733
133 111 527.1675 345.375 Blink 4656573864
133 111 533.25 353.0475 Blink 4656606989
134 112 664.4625 364.5225 Blink 4656640120
134 112 1067.985 720.795 Blink 4656673248
137 114 756.825 344.3475 Blink 4656706393
138 115 755.6775 316.245 Blink 4656739475
138 115 753.3975 318.9225 Blink 4656772642
139 116 756.4725 318.345 Blink 4656805602
141 118 762.0525 314.5725 Blink 4656838736
142 118 768.5175 312.0075 Blink 4656871850
142 118 727.3575 323.3925 Saccade 4656904929
143 119 534.4125 365.6925 Saccade 4656938048
144 120 519.9825 367.4925 Fixation 4656971294
146 122 523.2375 369.975 Fixation 4657004265
147 123 523.365 373.785 Fixation 4657037394
148 123 523.5075 383.2875 Fixation 4657070443
148 123 522.8925 389.535 Fixation 4657103535
149 124 521.0625 395.3775 Fixation 4657136929
151 126 520.2825 400.9725 Fixation 4657169882
152 127 520.425 403.11 Fixation 4657202984
153 127 520.9125 403.62 Fixation 4657236104
153 127 523.365 399.975 Saccade 4657269170
154 128 498.33 391.785 Saccade 4657302221
156 130 484.29 377.4225 Fixation 4657335322
156 130 482.8125 369.765 Fixation 4657368497
157 131 484.095 363.7275 Blink 4657401606
158 132 483.2625 359.7375 Blink 4657434660
159 133 483.735 357.5175 Blink 4657467740
161 134 486.105 360.165 Blink 4657500870
161 134 404.8875 1558.815 Blink 4657534053
162 135 NaN NaN Blink 4657567489
163 136 427.335 1531.3875 Blink 4657600301
164 137 489.96 333.615 Blink 4657633368
166 138 489.06 338.7675 Blink 4657666527
167 139 488.5425 337.425 Blink 4657699620
168 140 489.21 333.3075 Blink 4657732594
168 140 490.3725 329.385 Blink 4657765825
169 141 492.0975 322.32 Fixation 4657798846
171 143 493.7025 322.335 Fixation 4657831966
172 143 497.9475 323.52 Fixation 4657865100
172 143 498.645 321.2175 Fixation 4657898188
173 144 500.9025 324.4875 Saccade 4657931366
174 145 565.7625 340.7025 Saccade 4657964373
176 147 570.2475 337.4025 Saccade 4657997454
176 147 572.5575 334.335 Blink 4658030684
177 148 574.23 329.505 Blink 4658063753
178 148 575.1225 327.3675 Blink 4658096884
179 149 576.2175 299.3625 Blink 4658129950
181 151 NaN NaN Blink 4658163146
182 152 NaN NaN Blink 4658196101
182 152 NaN NaN Blink 4658229218
183 153 NaN NaN Blink 4658262363
184 153 NaN NaN Blink 4658295473
186 155 NaN NaN Blink 4658328660
187 156 NaN NaN Blink 4658361797
188 157 NaN NaN Blink 4658394879
188 157 510.4725 338.985 Blink 4658427876
189 158 514.29 333.4875 Blink 4658461002
191 159 516.705 336.8025 Blink 4658494031
191 159 520.515 333.21 Blink 4658527225
192 160 521.4 329.235 Fixation 4658560374
