frame_etg frame_gar X Y event_type code
0 0 518.82 375.68 Fixation 1185459025
0 0 517.42 372.93 Fixation 1185475621
1 1 514.47 373.04 Fixation 1185492210
1 1 512.38 372.95 Fixation 1185508721
2 2 511.63 373.48 Fixation 1185525471
3 3 510.15 374.17 Saccade 1185542039
3 3 488.61 379.46 Saccade 1185558542
3 3 459.68 403.71 Saccade 1185575361
4 3 458.31 407.49 Saccade 1185591825
4 3 457.69 409.21 Fixation 1185608309
5 4 457.65 408.98 Fixation 1185625031
5 4 457.74 408.95 Fixation 1185641699
6 5 458.01 408.38 Fixation 1185658272
6 5 459.18 405.14 Fixation 1185674798
7 6 460.61 405.96 Fixation 1185691342
7 6 459.48 404.38 Fixation 1185707790
8 7 459.61 400.56 Fixation 1185724616
8 7 459.57 399.13 Fixation 1185741119
9 8 459.10 398.71 Fixation 1185757914
9 8 457.95 400.35 Fixation 1185774335
10 8 457.62 396.60 Fixation 1185790964
10 8 456.10 396.97 Fixation 1185807465
11 9 456.32 396.84 Fixation 1185823997
11 9 456.38 395.38 Fixation 1185840699
12 10 455.89 396.34 Fixation 1185857473
12 10 455.36 396.18 Fixation 1185874093
13 11 455.63 395.52 Fixation 1185890505
13 11 454.11 398.49 Fixation 1185906941
14 12 453.26 399.84 Fixation 1185923697
14 12 452.25 401.78 Fixation 1185940435
15 13 453.40 401.43 Fixation 1185956904
15 13 451.42 403.31 Fixation 1185973469
16 13 450.18 403.62 Fixation 1185990084
16 13 449.19 405.59 Fixation 1186006692
17 14 448.76 406.39 Saccade 1186023329
17 14 433.21 408.06 Saccade 1186039744
18 15 377.57 397.46 Saccade 1186056542
18 15 339.25 378.72 Saccade 1186073214
19 16 334.73 375.26 Saccade 1186089688
19 16 334.89 375.05 Fixation 1186106103
20 17 334.68 375.96 Fixation 1186122847
20 17 333.86 377.25 Fixation 1186139368
21 18 334.28 377.19 Fixation 1186156009
21 18 333.35 377.32 Fixation 1186172716
22 18 337.94 378.53 Blink 1186189255
22 18 344.57 382.97 Blink 1186205807
23 19 347.07 394.00 Blink 1186222358
23 19 340.55 389.61 Blink 1186239105
24 20 342.26 380.09 Blink 1186255626
24 20 317.97 319.79 Blink 1186272181
25 21 323.63 380.27 Blink 1186288807
25 21 325.14 378.42 Blink 1186305463
26 22 340.92 371.89 Blink 1186321837
26 22 351.95 371.96 Blink 1186338631
27 23 350.85 377.67 Blink 1186355351
27 23 350.52 379.62 Fixation 1186371826
28 23 352.08 382.58 Fixation 1186388513
28 23 354.73 378.67 Fixation 1186404888
29 24 354.94 381.23 Fixation 1186421469
29 24 356.60 382.61 Fixation 1186438173
30 25 356.95 383.26 Fixation 1186454893
30 25 358.33 384.43 Fixation 1186471508
31 26 359.49 384.28 Fixation 1186487958
31 26 361.25 383.14 Fixation 1186504478
32 27 363.19 382.65 Fixation 1186521086
32 27 361.99 385.12 Fixation 1186537688
33 28 364.20 382.00 Fixation 1186554596
33 28 363.65 382.71 Fixation 1186570964
34 28 364.59 381.78 Fixation 1186587634
34 28 364.12 382.78 Fixation 1186604072
35 29 366.60 382.72 Fixation 1186620614
35 29 364.73 386.68 Fixation 1186637238
36 30 369.96 380.99 Fixation 1186654043
36 30 369.01 383.43 Fixation 1186670693
37 31 369.76 387.08 Fixation 1186687074
37 31 370.33 387.03 Fixation 1186703686
38 32 370.92 387.37 Fixation 1186720328
38 32 372.98 387.05 Fixation 1186736968
39 33 372.85 388.88 Fixation 1186753528
39 33 373.00 392.50 Fixation 1186770242
