frame_etg frame_gar X Y event_type code
0 0 705.67 525.77 Fixation 515851071
0 0 917.79 308.35 Fixation 515867589
0 0 768.32 335.37 Fixation 515884277
1 1 770.98 331.92 Fixation 515900900
2 2 769.93 367.85 Fixation 515917417
2 2 745.05 353.34 Fixation 515934007
2 2 745.05 371.94 Saccade 515950490
3 3 757.03 394.53 Saccade 515967194
4 3 753.52 407.40 Fixation 515983782
4 3 741.46 418.50 Fixation 516000356
5 4 737.29 421.10 Fixation 516017027
5 4 739.95 429.17 Fixation 516033760
6 5 744.51 443.42 Fixation 516050219
6 5 742.62 446.25 Fixation 516066766
7 6 748.76 456.80 Blink 516083381
7 6 749.49 459.09 Blink 516100026
8 7 754.84 470.21 Blink 516116647
8 7 737.21 450.96 Blink 516133333
8 7 678.96 378.71 Blink 516149681
9 8 633.77 189.57 Blink 516166370
10 8 590.03 266.03 Blink 516183090
10 8 NaN NaN Blink 516199519
11 9 NaN NaN Blink 516216182
11 9 NaN NaN Blink 516232794
12 10 516.17 151.18 Blink 516249325
12 10 520.43 181.92 Blink 516265807
13 11 528.11 154.87 Blink 516282372
13 11 531.77 157.72 Fixation 516299047
14 12 533.89 152.73 Fixation 516315725
14 12 532.71 148.76 Fixation 516332240
14 12 532.45 145.76 Fixation 516349268
15 13 534.99 143.67 Fixation 516365520
15 13 533.48 142.73 Fixation 516382204
16 13 532.35 140.40 Fixation 516398754
17 14 531.87 142.56 Fixation 516415263
17 14 530.94 140.51 Fixation 516431907
18 15 533.41 138.43 Fixation 516448443
18 15 534.31 139.61 Fixation 516465129
19 16 528.55 134.47 Fixation 516481582
19 16 533.51 139.49 Fixation 516498346
20 17 531.03 136.42 Fixation 516514891
20 17 531.82 137.43 Fixation 516531447
20 17 530.15 138.31 Saccade 516548128
21 18 532.54 145.93 Saccade 516564547
22 18 534.12 146.35 Fixation 516581365
22 18 529.25 147.35 Fixation 516597919
23 19 531.68 146.59 Fixation 516614453
23 19 529.53 145.02 Fixation 516631021
24 20 535.26 148.89 Fixation 516647632
24 20 535.62 146.54 Fixation 516664231
25 21 537.12 145.68 Fixation 516680939
25 21 544.50 149.15 Fixation 516697403
26 22 545.01 143.60 Saccade 516714007
26 22 551.37 146.45 Saccade 516730636
26 22 580.80 135.51 Saccade 516747263
27 23 602.97 130.74 Saccade 516763759
28 23 607.94 125.86 Saccade 516780419
28 23 611.91 126.14 Fixation 516797222
29 24 612.07 119.31 Fixation 516813719
29 24 612.61 122.09 Fixation 516830129
30 25 614.83 118.97 Fixation 516846660
30 25 617.16 123.83 Fixation 516863361
30 25 617.37 119.96 Fixation 516880064
31 26 614.82 119.77 Fixation 516896645
32 27 618.58 117.27 Saccade 516913122
32 27 619.84 132.76 Saccade 516929779
32 27 619.98 129.64 Saccade 516946324
33 28 620.48 134.57 Saccade 516962888
34 28 619.74 141.58 Saccade 516979524
34 28 643.59 268.98 Saccade 516996132
35 29 537.30 329.99 Saccade 517012771
35 29 502.16 441.78 Saccade 517029399
36 30 497.93 509.13 Saccade 517045853
36 30 468.41 566.50 Saccade 517062514
37 31 481.26 532.48 Fixation 517079135
37 31 473.69 546.07 Fixation 517095790
38 32 476.91 521.23 Fixation 517112375
38 32 481.08 521.58 Fixation 517128891
38 32 485.65 510.68 Fixation 517145478
39 33 487.61 497.52 Fixation 517162081
39 33 490.18 490.63 Fixation 517178519
40 33 493.85 480.62 Fixation 517195122
41 34 495.61 471.55 Fixation 517211740
41 34 494.21 464.48 Fixation 517228367
42 35 497.86 458.68 Fixation 517244998
42 35 497.09 457.22 Fixation 517261528
43 36 498.36 456.62 Fixation 517278147
43 36 497.60 463.57 Fixation 517294740
