frame_etg frame_gar X Y event_type code
0 0 510.4275 350.1075 Blink 1646226964
1 1 550.155 527.13 Blink 1646260170
3 3 NaN NaN Blink 1646293359
3 3 662.88 347.01 Blink 1646326414
3 3 486.615 421.545 Blink 1646359490
4 3 485.8875 423.375 Blink 1646392470
5 4 485.1825 424.77 Blink 1646425653
7 6 485.6325 424.965 Blink 1646458727
7 6 487.65 429.3075 Fixation 1646491920
8 7 489.33 431.7975 Fixation 1646525049
9 8 491.9025 436.7475 Fixation 1646558163
11 9 494.97 439.7325 Fixation 1646591251
11 9 495.2325 438.585 Fixation 1646624230
12 10 498.5325 438.5625 Fixation 1646657542
13 11 499.785 439.2225 Fixation 1646690515
14 12 499.5075 438.195 Fixation 1646723674
16 13 500.175 437.22 Saccade 1646756876
17 14 512.16 437.4675 Saccade 1646789852
17 14 512.685 437.7 Fixation 1646823932
18 15 513.9075 436.0125 Fixation 1646856028
18 15 513.03 434.97 Fixation 1646889093
20 17 513.3375 431.925 Fixation 1646922380
21 18 511.2825 430.02 Fixation 1646955411
22 18 507.2175 428.6175 Fixation 1646988498
24 20 506.4975 427.2375 Fixation 1647021597
25 21 504.9375 429.6075 Fixation 1647054774
26 22 504.645 429.24 Fixation 1647087765
26 22 503.595 429.975 Fixation 1647120814
27 23 502.14 431.0325 Fixation 1647154334
29 24 503.01 433.38 Fixation 1647187257
30 25 503.07 434.04 Fixation 1647220208
31 26 505.125 435.4425 Fixation 1647253384
31 26 506.6925 436.8525 Fixation 1647286395
33 28 508.65 436.4175 Fixation 1647319491
34 28 509.8725 433.38 Fixation 1647352910
35 29 511.59 433.9275 Fixation 1647385748
37 31 512.7525 433.5375 Fixation 1647418733
37 31 513.36 433.3575 Fixation 1647455887
38 32 514.05 433.5075 Fixation 1647485092
39 33 512.9625 434.415 Fixation 1647518248
41 34 510.4425 434.6325 Fixation 1647551209
41 34 509.0775 436.2225 Fixation 1647584334
42 35 506.1975 436.875 Saccade 1647617501
43 36 501.09 441.21 Saccade 1647650529
44 37 499.2075 442.02 Fixation 1647684421
44 37 497.46 442.8525 Fixation 1647716810
46 38 494.925 445.1025 Fixation 1647749969
47 39 493.905 443.8875 Saccade 1647783086
48 40 471.525 444.585 Saccade 1647816099
50 42 469.59 445.125 Fixation 1647849361
51 43 469.2225 443.6925 Fixation 1647882368
51 43 469.8525 443.19 Fixation 1647915498
52 43 470.9325 441.51 Fixation 1647948742
54 45 472.155 439.38 Fixation 1647981632
55 46 472.9725 436.3125 Fixation 1648014752
56 47 474.6 436.32 Fixation 1648047912
57 48 475.605 435.4725 Fixation 1648081126
57 48 479.985 434.61 Saccade 1648114125
59 49 483.12 429.69 Saccade 1648147214
59 49 506.6625 425.97 Saccade 1648180353
60 50 507.27 425.205 Fixation 1648213481
61 51 508.23 425.8125 Fixation 1648246606
63 53 508.365 424.905 Blink 1648279622
